Kind,Name,CountClassCoupled,CountDeclMethod,PercentLackOfCohesion,DATE
Class,org.jfree.chart.JFreeChartInfo,7,2,0,01/09/2004
Class,org.jfree.chart.demo.BarChartDemo3.CustomRenderer,1,2,0,01/09/2004
Class,org.jfree.chart.demo.CompassDemo.jbInit.(Anon_1),2,1,0,01/09/2004
Class,org.jfree.chart.demo.CompassDemo.jbInit.(Anon_2),2,1,0,01/09/2004
Class,org.jfree.chart.demo.CompassDemo.jbInit.(Anon_3),5,1,0,01/09/2004
Class,org.jfree.chart.demo.CompassDemo.jbInit.(Anon_4),5,1,0,01/09/2004
Class,org.jfree.chart.demo.CompassDemo.jbInit.(Anon_5),2,1,0,01/09/2004
Class,org.jfree.chart.demo.CompassDemo.jbInit.(Anon_6),2,1,0,01/09/2004
Class,org.jfree.chart.demo.CyclicXYPlotDemo.CyclicXYPlotDemo.(Anon_1),3,1,0,01/09/2004
Class,org.jfree.chart.demo.CyclicXYPlotDemo.CyclicXYPlotDemo.(Anon_2),3,1,0,01/09/2004
Class,org.jfree.chart.demo.CyclicXYPlotDemo.CyclicXYPlotDemo.(Anon_3),2,1,0,01/09/2004
Class,org.jfree.chart.demo.JFreeChartDemo.JFreeChartDemo.(Anon_1),3,1,0,01/09/2004
Class,org.jfree.chart.demo.MeterChartDemo.displayMeterChart.(Anon_1),2,1,0,01/09/2004
Class,org.jfree.chart.demo.MouseZoomDemo.CheckListener,4,1,0,01/09/2004
Class,org.jfree.chart.demo.MultiShapesXYDemo.DemoRenderer,11,7,0,01/09/2004
Class,org.jfree.chart.demo.Rotator,3,2,25,01/09/2004
Class,org.jfree.chart.demo.ThermometerDemo.jbInit.(Anon_1),2,1,0,01/09/2004
Class,org.jfree.chart.demo.ThermometerDemo.jbInit.(Anon_10),2,1,0,01/09/2004
Class,org.jfree.chart.demo.ThermometerDemo.jbInit.(Anon_11),2,1,0,01/09/2004
Class,org.jfree.chart.demo.ThermometerDemo.jbInit.(Anon_12),2,1,0,01/09/2004
Class,org.jfree.chart.demo.ThermometerDemo.jbInit.(Anon_13),2,1,0,01/09/2004
Class,org.jfree.chart.demo.ThermometerDemo.jbInit.(Anon_14),2,1,0,01/09/2004
Class,org.jfree.chart.demo.ThermometerDemo.jbInit.(Anon_2),2,1,0,01/09/2004
Class,org.jfree.chart.demo.ThermometerDemo.jbInit.(Anon_3),2,1,0,01/09/2004
Class,org.jfree.chart.demo.ThermometerDemo.jbInit.(Anon_4),2,1,0,01/09/2004
Class,org.jfree.chart.demo.ThermometerDemo.jbInit.(Anon_5),2,1,0,01/09/2004
Class,org.jfree.chart.demo.ThermometerDemo.jbInit.(Anon_6),2,1,0,01/09/2004
Class,org.jfree.chart.demo.ThermometerDemo.jbInit.(Anon_7),2,1,0,01/09/2004
Class,org.jfree.chart.demo.ThermometerDemo.jbInit.(Anon_8),2,1,0,01/09/2004
Class,org.jfree.chart.demo.ThermometerDemo.jbInit.(Anon_9),2,1,0,01/09/2004
Class,org.jfree.chart.renderer.AreaXYItemRendererState,4,1,0,01/09/2004
Class,org.jfree.chart.renderer.MinMaxCategoryRenderer.getIcon.(Anon_1),6,3,0,01/09/2004
Class,org.jfree.chart.renderer.MinMaxCategoryRenderer.getIcon.(Anon_2),6,3,0,01/09/2004
Class,org.jfree.chart.ui.LegendPropertyEditPanel,17,13,75,01/09/2004
Class,org.jfree.chart.ui.NumberAxisPropertyEditPanel,21,13,73,01/09/2004
Class,org.jfree.data.HistogramBin,1,6,55,01/09/2004
Class,org.jfree.data.WindDataItem,2,5,53,01/09/2004
Private Class,org.jfree.chart.demo.BubblyBubblesDemo.UpdaterThread,5,1,0,01/09/2004
Private Class,org.jfree.chart.demo.BubblyBubblesDemo2.UpdaterThread,5,1,0,01/09/2004
