Kind,Name,CountClassCoupled,CountDeclMethod,PercentLackOfCohesion,DATE
Class,org.jfree.chart.JFreeChartInfo,8,2,0,02/06/2003
Class,org.jfree.chart.editor.DefaultAxisEditor,20,17,87,02/06/2003
Class,org.jfree.chart.editor.DefaultChartEditor,19,8,67,02/06/2003
Class,org.jfree.chart.editor.DefaultColorBarEditor,17,5,51,02/06/2003
Class,org.jfree.chart.editor.DefaultNumberAxisEditor,21,13,73,02/06/2003
Class,org.jfree.chart.editor.DefaultPlotEditor,31,15,83,02/06/2003
Class,org.jfree.chart.editor.DefaultTitleEditor,19,10,73,02/06/2003
Class,org.jfree.chart.editor.PaletteChooserPanel,5,2,0,02/06/2003
Class,org.jfree.chart.renderer.LookupPaintScale.PaintItem,6,5,30,02/06/2003
Class,org.jfree.chart.renderer.category.MinMaxCategoryRenderer.getIcon.(Anon_1),6,3,0,02/06/2003
Class,org.jfree.chart.renderer.category.MinMaxCategoryRenderer.getIcon.(Anon_2),6,3,0,02/06/2003
Class,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests.testBug1572478Horizontal.(Anon_2),2,2,0,02/06/2003
Class,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests.testBug1572478Vertical.(Anon_1),2,2,0,02/06/2003
Class,org.jfree.data.xy.WindDataItem,2,6,44,02/06/2003
Class,org.jfree.experimental.chart.swt.ChartComposite.ChartComposite.(Anon_1),5,1,0,02/06/2003
Class,org.jfree.experimental.chart.swt.ChartComposite.ChartComposite.(Anon_2),16,1,0,02/06/2003
Class,org.jfree.experimental.chart.swt.editor.SWTAxisEditor,9,9,82,02/06/2003
Class,org.jfree.experimental.chart.swt.editor.SWTAxisEditor.SWTAxisEditor.(Anon_1),2,1,0,02/06/2003
Class,org.jfree.experimental.chart.swt.editor.SWTAxisEditor.SWTAxisEditor.(Anon_2),3,1,0,02/06/2003
Class,org.jfree.experimental.chart.swt.editor.SWTAxisEditor.SWTAxisEditor.(Anon_3),2,1,0,02/06/2003
Class,org.jfree.experimental.chart.swt.editor.SWTChartEditor.SWTChartEditor.(Anon_1),1,1,0,02/06/2003
Class,org.jfree.experimental.chart.swt.editor.SWTChartEditor.SWTChartEditor.(Anon_2),1,1,0,02/06/2003
Class,org.jfree.experimental.chart.swt.editor.SWTNumberAxisEditor,7,7,50,02/06/2003
Class,org.jfree.experimental.chart.swt.editor.SWTNumberAxisEditor.SWTNumberAxisEditor.(Anon_1),1,1,0,02/06/2003
Class,org.jfree.experimental.chart.swt.editor.SWTOtherEditor,4,2,16,02/06/2003
Class,org.jfree.experimental.chart.swt.editor.SWTOtherEditor.SWTOtherEditor.(Anon_1),3,1,0,02/06/2003
Class,org.jfree.experimental.chart.swt.editor.SWTPlotAppearanceEditor,10,5,72,02/06/2003
Class,org.jfree.experimental.chart.swt.editor.SWTPlotAppearanceEditor.SWTPlotAppearanceEditor.(Anon_1),3,1,0,02/06/2003
Class,org.jfree.experimental.chart.swt.editor.SWTPlotAppearanceEditor.SWTPlotAppearanceEditor.(Anon_2),3,1,0,02/06/2003
Class,org.jfree.experimental.chart.swt.editor.SWTPlotAppearanceEditor.SWTPlotAppearanceEditor.(Anon_3),3,1,0,02/06/2003
Class,org.jfree.experimental.chart.swt.editor.SWTPlotAppearanceEditor.SWTPlotAppearanceEditor.(Anon_4),2,1,0,02/06/2003
Class,org.jfree.experimental.chart.swt.editor.SWTPlotEditor,9,5,50,02/06/2003
Class,org.jfree.experimental.chart.swt.editor.SWTStrokeCanvas,3,4,0,02/06/2003
Class,org.jfree.experimental.chart.swt.editor.SWTStrokeCanvas.SWTStrokeCanvas.(Anon_1),2,1,0,02/06/2003
Class,org.jfree.experimental.chart.swt.editor.SWTTitleEditor,7,5,74,02/06/2003
Class,org.jfree.experimental.chart.swt.editor.SWTTitleEditor.SWTTitleEditor.(Anon_1),1,1,0,02/06/2003
Class,org.jfree.experimental.chart.swt.editor.SWTTitleEditor.SWTTitleEditor.(Anon_2),2,1,0,02/06/2003
Class,org.jfree.experimental.chart.swt.editor.SWTTitleEditor.SWTTitleEditor.(Anon_3),3,1,0,02/06/2003
Class,org.jfree.experimental.swt.SWTPaintCanvas.SWTPaintCanvas.(Anon_1),1,1,0,02/06/2003
Private Class,org.jfree.data.general.CombinedDataset.DatasetInfo,1,1,0,02/06/2003
Private Static Class,org.jfree.chart.axis.DateAxis.DefaultTimeline,1,8,0,02/06/2003
Protected Class,org.jfree.chart.axis.SegmentedTimeline.BaseTimelineSegmentRange,0,1,0,02/06/2003
Protected Class,org.jfree.chart.axis.SegmentedTimeline.SegmentRange,3,6,66,02/06/2003
Protected Class,org.jfree.chart.renderer.xy.XYBarRenderer.XYBarRendererState,1,3,33,02/06/2003
Protected Class,org.jfree.data.time.DynamicTimeSeriesCollection.ValueSequence,1,4,25,02/06/2003
Protected Static Class,org.jfree.chart.axis.CyclicNumberAxis.CycleBoundTick,2,1,0,02/06/2003
Protected Static Class,org.jfree.chart.renderer.category.CategoryStepRenderer.State,3,1,0,02/06/2003
Protected Static Class,org.jfree.chart.renderer.xy.CyclicXYItemRenderer.OverwriteDataSet,6,14,76,02/06/2003
Public Abstract Class,org.jfree.chart.ChartFactory,96,34,0,02/06/2003
Public Abstract Class,org.jfree.chart.ChartUtilities,24,26,0,02/06/2003
Public Abstract Class,org.jfree.chart.annotations.AbstractXYAnnotation,10,9,44,02/06/2003
Public Abstract Class,org.jfree.chart.axis.Axis,34,56,94,02/06/2003
Public Abstract Class,org.jfree.chart.axis.Tick,3,8,67,02/06/2003
Public Abstract Class,org.jfree.chart.axis.TickUnit,2,6,58,02/06/2003
Public Abstract Class,org.jfree.chart.axis.ValueAxis,30,68,95,02/06/2003
Public Abstract Class,org.jfree.chart.axis.ValueTick,1,3,0,02/06/2003
Public Abstract Class,org.jfree.chart.labels.AbstractCategoryItemLabelGenerator,12,12,68,02/06/2003
