Kind,Name,CountClassCoupled,CountDeclMethod,PercentLackOfCohesion,DATE
Public Class,com.jrefinery.chart.StackedVerticalBarRenderer3D,16,4,0,03/25/2002
Public Class,com.jrefinery.chart.StandardLegend,23,16,80,03/25/2002
Public Class,com.jrefinery.chart.StandardLegendItemLayout,4,4,56,03/25/2002
Public Class,com.jrefinery.chart.StandardXYItemRenderer,13,5,62,03/25/2002
Public Class,com.jrefinery.chart.TextTitle,13,16,75,03/25/2002
Public Class,com.jrefinery.chart.Tick,3,6,66,03/25/2002
Public Class,com.jrefinery.chart.TickUnits,10,6,50,03/25/2002
Public Class,com.jrefinery.chart.VerticalBarRenderer,11,4,0,03/25/2002
Public Class,com.jrefinery.chart.VerticalBarRenderer3D,16,4,0,03/25/2002
Public Class,com.jrefinery.chart.VerticalCategoryAxis,20,10,65,03/25/2002
Public Class,com.jrefinery.chart.VerticalCategoryPlot,31,18,0,03/25/2002
Public Class,com.jrefinery.chart.VerticalLogarithmicAxis,19,11,0,03/25/2002
Public Class,com.jrefinery.chart.VerticalNumberAxis,26,16,62,03/25/2002
Public Class,com.jrefinery.chart.VerticalNumberAxis3D,16,6,66,03/25/2002
Public Class,com.jrefinery.chart.VerticalXYBarRenderer,12,2,0,03/25/2002
Public Class,com.jrefinery.chart.WindItemRenderer,18,2,0,03/25/2002
Public Class,com.jrefinery.chart.XYPlot,37,27,90,03/25/2002
Public Class,com.jrefinery.chart.combination.CombinedChart,5,6,0,03/25/2002
Public Class,com.jrefinery.chart.combination.CombinedHorizontalDateAxis,13,10,43,03/25/2002
Public Class,com.jrefinery.chart.combination.CombinedHorizontalNumberAxis,14,10,53,03/25/2002
Public Class,com.jrefinery.chart.combination.CombinedPlot,35,35,84,03/25/2002
Public Class,com.jrefinery.chart.combination.CombinedVerticalNumberAxis,14,11,63,03/25/2002
Public Class,com.jrefinery.chart.combination.DateAxisRange,1,2,0,03/25/2002
Public Class,com.jrefinery.chart.combination.NumberAxisRange,1,2,0,03/25/2002
Public Class,com.jrefinery.chart.combination.OverlaidHorizontalDateAxis,9,6,33,03/25/2002
Public Class,com.jrefinery.chart.combination.OverlaidHorizontalNumberAxis,9,6,33,03/25/2002
Public Class,com.jrefinery.chart.combination.OverlaidPlot,1,1,0,03/25/2002
Public Class,com.jrefinery.chart.combination.OverlaidVerticalNumberAxis,9,6,33,03/25/2002
Public Class,com.jrefinery.chart.data.LinearPlotFitAlgorithm,4,3,50,03/25/2002
Public Class,com.jrefinery.chart.data.MovingAveragePlotFitAlgorithm,5,4,58,03/25/2002
Public Class,com.jrefinery.chart.data.PlotFit,3,5,19,03/25/2002
Public Class,com.jrefinery.chart.demo.DemoDatasetFactory,13,18,94,03/25/2002
Public Class,com.jrefinery.chart.demo.DescriptionPanel,5,2,50,03/25/2002
Public Class,com.jrefinery.chart.demo.EmptyXYDataset,2,6,0,03/25/2002
Public Class,com.jrefinery.chart.demo.First,6,1,0,03/25/2002
Public Class,com.jrefinery.chart.demo.JFreeChartAppletDemo,5,1,0,03/25/2002
Public Class,com.jrefinery.chart.demo.JFreeChartDemo,61,44,95,03/25/2002
Public Class,com.jrefinery.chart.demo.JFreeChartDemo2,9,1,0,03/25/2002
Public Class,com.jrefinery.chart.demo.JFreeChartDemo3,12,3,33,03/25/2002
Public Class,com.jrefinery.chart.demo.JFreeChartServletDemo,25,9,88,03/25/2002
Public Class,com.jrefinery.chart.demo.Performance,8,7,85,03/25/2002
Public Class,com.jrefinery.chart.demo.Performance2,6,11,81,03/25/2002
Public Class,com.jrefinery.chart.demo.SampleSignalDataset,3,10,19,03/25/2002
Public Class,com.jrefinery.chart.demo.SampleXYDataset,4,8,37,03/25/2002
Public Class,com.jrefinery.chart.demo.SampleXYDataset2,4,6,70,03/25/2002
Public Class,com.jrefinery.chart.demo.SampleXYDatasetThread,3,2,0,03/25/2002
Public Class,com.jrefinery.chart.demo.jdbc.servlet.BaseImageServlet,40,13,86,03/25/2002
Public Class,com.jrefinery.chart.demo.jdbc.servlet.ImageDataAvailable,3,2,50,03/25/2002
Public Class,com.jrefinery.chart.demo.jdbc.servlet.ImageSelectSQL,2,2,0,03/25/2002
Public Class,com.jrefinery.chart.demo.jdbc.swing.dbConnection,20,25,89,03/25/2002
Public Class,com.jrefinery.chart.demo.jdbc.swing.swingdemo,37,12,89,03/25/2002
Public Class,com.jrefinery.chart.demo.resources.JFreeChartDemoResources,2,1,0,03/25/2002
Public Class,com.jrefinery.chart.event.AxisChangeEvent,1,2,0,03/25/2002
Public Class,com.jrefinery.chart.event.ChartChangeEvent,1,7,77,03/25/2002
Public Class,com.jrefinery.chart.event.LegendChangeEvent,1,1,0,03/25/2002
Public Class,com.jrefinery.chart.event.PlotChangeEvent,1,1,0,03/25/2002
Public Class,com.jrefinery.chart.event.TitleChangeEvent,1,1,0,03/25/2002
Public Class,com.jrefinery.chart.jdbc.JDBCChartAdapter,23,17,83,03/25/2002
Public Class,com.jrefinery.chart.tooltips.StandardCategoryToolTipGenerator,2,1,0,03/25/2002
Public Class,com.jrefinery.chart.tooltips.StandardHighLowToolTipGenerator,2,1,0,03/25/2002
Public Class,com.jrefinery.chart.tooltips.StandardPieToolTipGenerator,2,1,0,03/25/2002
Public Class,com.jrefinery.chart.tooltips.StandardToolTipsCollection,6,4,0,03/25/2002
Public Class,com.jrefinery.chart.tooltips.StandardXYToolTipGenerator,2,1,0,03/25/2002
Public Class,com.jrefinery.chart.tooltips.ToolTip,3,3,33,03/25/2002
Public Class,com.jrefinery.chart.ui.AxisPropertyEditPanel,20,19,88,03/25/2002
Public Class,com.jrefinery.chart.ui.ChartPropertyEditPanel,19,9,73,03/25/2002
Public Class,com.jrefinery.chart.ui.PlotPropertyEditPanel,19,13,78,03/25/2002
Public Class,com.jrefinery.chart.ui.TitlePropertyEditPanel,15,8,68,03/25/2002
Public Interface,com.jrefinery.chart.AxisConstants,6,0,0,03/25/2002
Public Interface,com.jrefinery.chart.CategoryItemRenderer,5,3,0,03/25/2002
Public Interface,com.jrefinery.chart.HorizontalAxis,3,2,0,03/25/2002
Public Interface,com.jrefinery.chart.HorizontalValuePlot,1,2,0,03/25/2002
Public Interface,com.jrefinery.chart.JFreeChartConstants,4,0,0,03/25/2002
Public Interface,com.jrefinery.chart.JFreeChartInfo,3,0,0,03/25/2002
Public Interface,com.jrefinery.chart.LegendItemLayout,1,1,0,03/25/2002
Public Interface,com.jrefinery.chart.VerticalAxis,3,2,0,03/25/2002
Public Interface,com.jrefinery.chart.VerticalValuePlot,1,2,0,03/25/2002
Public Interface,com.jrefinery.chart.XYItemRenderer,7,1,0,03/25/2002
Public Interface,com.jrefinery.chart.combination.AxisRange,0,3,0,03/25/2002
Public Interface,com.jrefinery.chart.combination.CombinableAxis,2,6,0,03/25/2002
Public Interface,com.jrefinery.chart.data.PlotFitAlgorithm,2,3,0,03/25/2002
Public Interface,com.jrefinery.chart.demo.jdbc.servlet.Constants,1,0,0,03/25/2002
Public Interface,com.jrefinery.chart.event.AxisChangeListener,1,1,0,03/25/2002
Public Interface,com.jrefinery.chart.event.ChartChangeListener,1,1,0,03/25/2002
Public Interface,com.jrefinery.chart.event.LegendChangeListener,1,1,0,03/25/2002
Public Interface,com.jrefinery.chart.event.PlotChangeListener,1,1,0,03/25/2002
Public Interface,com.jrefinery.chart.event.TitleChangeListener,1,1,0,03/25/2002
Public Interface,com.jrefinery.chart.tooltips.CategoryToolTipGenerator,1,1,0,03/25/2002
Public Interface,com.jrefinery.chart.tooltips.HighLowToolTipGenerator,1,1,0,03/25/2002
Public Interface,com.jrefinery.chart.tooltips.PieToolTipGenerator,1,1,0,03/25/2002
Public Interface,com.jrefinery.chart.tooltips.ToolTipGenerator,0,0,0,03/25/2002
Public Interface,com.jrefinery.chart.tooltips.ToolTipsCollection,2,3,0,03/25/2002
Public Interface,com.jrefinery.chart.tooltips.XYToolTipGenerator,1,1,0,03/25/2002
