FileName,PercentLackOfCohesion-Real,PercentLackOfCohesion-Predicted,CountLineCode-Real,CountLineCode-Predicted,SumCyclomatic-Real,SumCyclomatic-Predicted,CountDeclMethodAll-Real,CountDeclMethodAll-Predicted
org.jfree.data.KeyedValueComparator.csv,25.0,29.0,81.0,85.0,19.0,20.0,16.0,17.0,
org.jfree.data.KeyedValueComparatorType.csv,66.0,NaN,29.0,31.0,7.0,8.0,16.0,17.0,
org.jfree.data.KeyedValues.csv,0.0,NaN,6.0,NaN,4.0,NaN,6.0,NaN,
org.jfree.data.KeyedValues2D.csv,0.0,NaN,9.0,NaN,7.0,NaN,10.0,NaN,
org.jfree.data.Range.csv,64.0,74.0,161.0,226.0,40.0,55.0,31.0,38.0,
org.jfree.data.RangeInfo.csv,0.0,NaN,5.0,5.0,3.0,3.0,3.0,3.0,
org.jfree.data.resources.DataPackageResources.csv,0.0,NaN,9.0,NaN,1.0,NaN,51.0,NaN,
org.jfree.data.resources.DataPackageResources_de.csv,0.0,NaN,9.0,NaN,1.0,NaN,51.0,NaN,
org.jfree.data.resources.DataPackageResources_es.csv,0.0,NaN,9.0,NaN,1.0,NaN,51.0,NaN,
org.jfree.data.resources.DataPackageResources_fr.csv,0.0,NaN,9.0,NaN,1.0,NaN,51.0,NaN,
org.jfree.data.resources.DataPackageResources_pl.csv,0.0,NaN,9.0,NaN,1.0,NaN,51.0,NaN,
org.jfree.data.time.Day.csv,87.0,88.0,159.0,162.0,34.0,36.0,52.0,53.0,
org.jfree.data.time.DynamicTimeSeriesCollection.csv,91.0,NaN,387.0,419.0,88.0,99.0,78.0,91.0,
org.jfree.data.time.DynamicTimeSeriesCollection.ValueSequence.csv,25.0,NaN,18.0,NaN,5.0,NaN,16.0,NaN,
org.jfree.data.time.FixedMillisecond.csv,58.0,65.0,94.0,98.0,24.0,25.0,47.0,48.0,
org.jfree.data.time.Hour.csv,78.0,83.0,175.0,185.0,39.0,43.0,53.0,54.0,
org.jfree.data.time.junit.DataTimePackageTests.csv,0.0,NaN,33.0,39.0,3.0,3.0,15.0,15.0,
org.jfree.data.time.junit.DayTests.csv,0.0,NaN,208.0,219.0,31.0,33.0,37.0,38.0,
org.jfree.data.time.junit.FixedMillisecondTests.csv,0.0,NaN,44.0,56.0,7.0,8.0,18.0,20.0,
org.jfree.data.time.junit.HourTests.csv,0.0,NaN,204.0,212.0,30.0,30.0,37.0,38.0,
org.jfree.data.time.junit.MillisecondTests.csv,0.0,NaN,197.0,209.0,26.0,27.0,33.0,34.0,
org.jfree.data.time.junit.MinuteTests.csv,0.0,NaN,194.0,200.0,26.0,27.0,33.0,34.0,
org.jfree.data.time.junit.MonthTests.csv,90.0,92.0,227.0,235.0,33.0,34.0,37.0,38.0,
org.jfree.data.time.junit.QuarterTests.csv,90.0,92.0,245.0,257.0,36.0,38.0,38.0,39.0,
org.jfree.data.time.junit.SecondTests.csv,0.0,NaN,186.0,194.0,25.0,26.0,32.0,33.0,
org.jfree.data.time.junit.SimpleTimePeriodTests.csv,0.0,NaN,104.0,135.0,11.0,13.0,22.0,24.0,
org.jfree.data.time.junit.TimeSeriesDataItemTests.csv,0.0,NaN,51.0,59.0,7.0,NaN,18.0,NaN,
org.jfree.data.time.junit.TimeSeriesTests.csv,90.0,99.0,534.0,647.0,52.0,59.0,38.0,42.0,
org.jfree.data.time.junit.WeekTests.csv,90.0,96.0,291.0,316.0,31.0,33.0,38.0,40.0,
org.jfree.data.time.junit.YearTests.csv,0.0,NaN,223.0,229.0,33.0,34.0,37.0,38.0,
org.jfree.data.time.Millisecond.csv,75.0,82.0,161.0,172.0,35.0,36.0,48.0,50.0,
org.jfree.data.time.Minute.csv,78.0,80.0,188.0,205.0,38.0,42.0,51.0,52.0,
org.jfree.data.time.Month.csv,74.0,80.0,215.0,214.0,46.0,46.0,54.0,54.0,
org.jfree.data.time.Quarter.csv,79.0,80.0,174.0,174.0,35.0,35.0,52.0,51.0,
org.jfree.data.time.RegularTimePeriod.csv,100.0,100.0,86.0,106.0,26.0,30.0,30.0,31.0,
org.jfree.data.time.Second.csv,75.0,81.0,177.0,190.0,38.0,42.0,49.0,51.0,
org.jfree.data.time.SimpleTimePeriod.csv,70.0,73.0,83.0,99.0,20.0,24.0,21.0,23.0,
org.jfree.data.time.TimePeriod.csv,0.0,NaN,4.0,NaN,2.0,NaN,3.0,3.0,
org.jfree.data.time.TimePeriodAnchor.csv,72.0,66.0,44.0,57.0,11.0,15.0,17.0,19.0,
org.jfree.data.time.TimePeriodFormatException.csv,0.0,NaN,5.0,NaN,1.0,NaN,53.0,NaN,
org.jfree.data.time.TimePeriodValue.csv,66.0,68.0,61.0,63.0,19.0,24.0,21.0,22.0,
org.jfree.data.time.TimePeriodValues.csv,87.0,86.0,245.0,279.0,55.0,63.0,59.0,65.0,
org.jfree.data.time.TimePeriodValuesCollection.csv,77.0,71.0,195.0,227.0,46.0,51.0,60.0,70.0,
org.jfree.data.time.TimeSeries.csv,88.0,86.0,460.0,514.0,108.0,125.0,76.0,83.0,
org.jfree.data.time.TimeSeriesCollection.csv,80.0,76.0,249.0,296.0,64.0,76.0,70.0,82.0,
org.jfree.data.time.TimeSeriesDataItem.csv,66.0,69.0,77.0,89.0,22.0,29.0,21.0,22.0,
org.jfree.data.time.Week.csv,77.0,81.0,273.0,279.0,56.0,59.0,55.0,56.0,
org.jfree.data.time.Year.csv,82.0,90.0,121.0,124.0,28.0,28.0,49.0,49.0,
org.jfree.data.Value.csv,0.0,NaN,3.0,NaN,1.0,NaN,1.0,NaN,
org.jfree.data.Values.csv,0.0,NaN,4.0,NaN,2.0,NaN,2.0,NaN,
org.jfree.data.Values2D.csv,0.0,NaN,5.0,NaN,3.0,NaN,3.0,NaN,
org.jfree.data.xml.CategoryDatasetHandler.csv,19.0,NaN,40.0,NaN,9.0,NaN,40.0,NaN,
org.jfree.data.xml.CategorySeriesHandler.csv,46.0,NaN,50.0,51.0,9.0,NaN,34.0,NaN,
org.jfree.data.xml.DatasetReader.csv,0.0,NaN,48.0,49.0,8.0,NaN,16.0,NaN,
org.jfree.data.xml.DatasetTags.csv,0.0,NaN,8.0,NaN,0.0,NaN,0.0,NaN,
org.jfree.data.xml.ItemHandler.csv,53.0,55.0,56.0,59.0,11.0,11.0,36.0,36.0,
org.jfree.data.xml.KeyHandler.csv,55.0,50.0,46.0,45.0,9.0,NaN,35.0,NaN,
org.jfree.data.xml.PieDatasetHandler.csv,19.0,NaN,37.0,NaN,9.0,NaN,40.0,NaN,
org.jfree.data.xml.RootHandler.csv,16.0,NaN,34.0,35.0,10.0,NaN,35.0,NaN,
org.jfree.data.xml.ValueHandler.csv,50.0,NaN,53.0,61.0,11.0,13.0,35.0,NaN,
NaN,6.586206896551724,NaN,34.51445086705202,NaN,6.496815286624204,NaN,3.5822784810126582,NaN,
