Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Date
File,AbstractCategoryItemRenderer.java,3,3,3,1,21,1,12,7,,,,1,0,0,,37,37,10,37,,0,2,5,30,,983,110,510,174,282,363,,,233,341,136,205,,,,,26,26,26,1,,2,,0.71,107,107,113,37,2003-10
File,AbstractDataset.java,1,1,1,1,10,0,4,6,,,,1,0,0,,11,11,2,11,,0,2,3,6,,215,26,60,27,21,132,,,29,43,25,18,,,,,3,3,3,1,,2,,2.2,13,13,13,11,2003-10
File,AbstractRenderer.java,2,2,2,1,14,0,6,7,,,,1,0,7,,129,129,32,129,,0,2,3,124,,2191,266,865,277,455,1060,,,408,617,265,352,,,,,12,12,33,4,,2,,1.23,209,209,238,132,2003-10
File,AbstractRendererTests.java,1,1,1,1,84,11,39,33,,,,1,1,0,,3,2,0,3,,0,0,0,3,,316,43,133,18,113,141,,,107,111,18,93,,,,,1,1,1,1,,0,,1.06,3,3,3,3,2003-10
File,AbstractSeriesDataset.java,1,1,1,1,7,0,2,5,,,,1,0,0,,4,4,0,4,,0,0,1,3,,89,8,15,10,2,66,,,6,9,7,2,,,,,1,1,1,1,,0,,4.4,4,4,4,4,2003-10
File,AbstractTitle.java,2,2,2,1,15,1,6,7,,,,1,2,14,,26,24,6,26,,0,2,6,18,,561,84,212,63,116,265,,,97,146,62,84,,,,,9,9,9,9,,3,,1.25,56,52,56,34,2003-10
File,AbstractXYItemRenderer.java,3,3,3,1,24,1,14,8,,,,1,0,0,,25,25,3,25,,0,2,5,18,,750,80,397,176,224,273,,,199,270,127,143,,,,,11,11,11,5,,2,,0.69,78,78,80,29,2003-10
File,AnnotationsPackageTests.java,1,1,1,1,11,0,6,5,,,,1,1,0,,2,1,0,2,,0,0,0,2,,79,7,19,8,9,53,,,13,16,8,8,,,,,1,1,1,1,,0,,2.79,2,2,2,2,2003-10
File,AreaChartDemo.java,1,1,1,1,33,6,19,10,,,,1,1,0,,3,2,0,3,,0,1,0,2,,177,27,82,41,52,75,,,57,61,37,24,,,,,1,1,1,1,,0,,0.91,3,3,3,3,2003-10
File,AreaRenderer.java,5,5,5,1,43,4,30,8,,,,1,0,0,,3,3,0,3,,0,0,0,3,,217,21,109,53,65,87,,,65,81,43,38,,,,,13,13,13,1,,4,,0.8,15,15,15,3,2003-10
