Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Date
Abstract Method,org.jfree.chart.ChartMouseListener.chartMouseClicked,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,1,1,0,5,0,1,1,1,1,0,1,1,1,1,,,,,,0,,5,,,,,2006-07
Abstract Method,org.jfree.chart.ChartMouseListener.chartMouseMoved,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,1,1,0,6,0,1,1,1,1,0,1,1,1,1,,,,,,0,,6,,,,,2006-07
Abstract Method,org.jfree.chart.axis.Timeline.containsDomainRange,,,,,,,,,,,,,,,,,,,,,,,,,0,11,0,1,1,0,10,1,1,1,1,1,0,1,1,1,1,,,,,,0,,10,,,,,2006-07
Abstract Method,org.jfree.chart.axis.Timeline.containsDomainRange,,,,,,,,,,,,,,,,,,,,,,,,,0,11,0,1,1,0,10,1,1,1,1,1,0,1,1,1,1,,,,,,0,,10,,,,,2006-07
Abstract Method,org.jfree.chart.axis.Timeline.containsDomainValue,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,1,1,0,8,1,1,1,1,1,0,1,1,1,1,,,,,,0,,8,,,,,2006-07
Abstract Method,org.jfree.chart.axis.Timeline.containsDomainValue,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,1,1,0,8,1,1,1,1,1,0,1,1,1,1,,,,,,0,,8,,,,,2006-07
Abstract Method,org.jfree.chart.axis.Timeline.toMillisecond,,,,,,,,,,,,,,,,,,,,,,,,,3,15,0,1,1,0,14,1,1,1,1,1,0,1,1,1,1,,,,,,0,,14,,,,,2006-07
Abstract Method,org.jfree.chart.axis.Timeline.toTimelineValue,,,,,,,,,,,,,,,,,,,,,,,,,3,9,0,1,1,0,8,1,1,1,1,1,0,1,1,1,1,,,,,,0,,8,,,,,2006-07
Abstract Method,org.jfree.chart.axis.Timeline.toTimelineValue,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,1,1,0,7,1,1,1,1,1,0,1,1,1,1,,,,,,0,,7,,,,,2006-07
Class,org.jfree.chart.JFreeChartInfo,2,2,2,1,62,3,55,4,1,8,0,,0,0,,,2,0,2,14,0,0,0,2,,131,10,111,9,102,11,,,17,22,8,14,,,,,3,3,3,1,2,2,0,0.1,4,4,4,2,2006-07
Class,org.jfree.chart.editor.DefaultAxisEditor,1,1,1,1,19,1,10,6,2,20,1,,1,1,,,16,14,17,715,0,2,0,15,,446,65,196,47,134,185,,,110,136,44,92,,,,,4,4,4,3,5,2,87,0.94,27,27,27,19,2006-07
Class,org.jfree.chart.editor.DefaultChartEditor,1,1,1,1,21,2,13,5,3,19,0,,0,1,,,8,4,8,706,0,1,0,7,,202,31,117,28,91,54,,,80,91,25,66,,,,,2,2,2,1,5,1,67,0.46,10,10,10,8,2006-07
Class,org.jfree.chart.editor.DefaultColorBarEditor,2,2,2,1,24,2,17,6,1,17,0,,1,1,,,4,6,5,733,0,1,0,4,,162,23,96,25,70,46,,,54,65,21,44,,,,,4,4,4,1,7,1,51,0.48,10,10,10,5,2006-07
Class,org.jfree.chart.editor.DefaultNumberAxisEditor,2,2,2,1,17,1,12,4,2,21,1,,0,1,,,13,9,13,728,0,2,0,11,,289,38,175,37,114,76,,,87,116,33,83,,,,,6,6,6,1,6,2,73,0.43,28,28,28,13,2006-07
Class,org.jfree.chart.editor.DefaultPlotEditor,4,4,4,1,32,2,23,6,2,31,0,,0,4,,,15,14,15,713,0,6,0,9,,597,66,378,78,273,153,,,174,242,73,169,,,,,25,25,25,1,5,3,83,0.4,68,68,68,15,2006-07
