Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Date
File,AbstractBlock.java,2,2,2,1,12,0,6,6,,,,1,0,0,,31,31,7,31,,0,4,10,17,,503,43,207,69,107,253,,,105,154,68,86,,,,,9,9,9,9,,1,,1.22,48,48,48,39,2005-04
File,AbstractCategoryItemLabelGenerator.java,2,2,2,1,15,0,8,7,,,,1,0,0,,11,11,3,11,,0,0,4,7,,265,21,108,36,52,136,,,49,75,29,46,,,,,6,6,6,6,,1,,1.26,25,25,25,16,2005-04
File,AbstractCategoryItemRenderer.java,3,3,3,1,23,1,13,8,,,,1,0,0,,42,42,12,42,,0,1,4,37,,1192,124,629,211,374,439,,,264,375,167,208,,,,,16,16,16,13,,3,,0.7,110,110,110,58,2005-04
File,AbstractCategoryItemRendererTests.java,3,3,3,1,32,2,26,3,,,,1,1,0,,3,2,0,3,,0,0,0,3,,159,15,89,16,61,55,,,57,67,16,51,,,,,4,4,4,1,,1,,0.62,9,9,9,3,2005-04
File,AbstractDataset.java,1,1,1,1,12,0,4,7,,,,1,0,0,,11,11,2,11,,0,2,3,6,,227,20,69,28,28,141,,,30,45,25,20,,,,,3,3,3,1,,2,,2.04,14,14,14,11,2005-04
File,AbstractIntervalXYDataset.java,2,2,2,1,17,0,8,9,,,,1,0,0,,4,4,0,4,,0,0,0,4,,125,8,36,15,20,81,,,17,26,14,12,,,,,2,2,2,1,,1,,2.25,8,8,8,4,2005-04
File,AbstractPieItemLabelGenerator.java,3,3,3,2,19,0,10,7,,,,1,0,0,,8,8,3,8,,0,0,3,5,,226,20,96,31,51,110,,,44,66,27,39,,,,,6,6,6,6,,2,,1.15,21,21,21,13,2005-04
File,AbstractRenderer.java,2,2,2,1,15,0,7,7,,,,1,0,10,,149,149,44,149,,0,2,2,145,,2842,295,1260,283,697,1287,,,499,809,261,548,,,,,37,37,37,37,,2,,1.02,310,310,310,187,2005-04
File,AbstractRendererTests.java,1,1,1,1,20,2,13,4,,,,1,1,0,,15,14,0,15,,0,0,0,15,,389,57,228,59,170,106,,,166,184,59,125,,,,,3,3,3,1,,1,,0.46,17,17,17,15,2005-04
File,AbstractSeriesDataset.java,1,1,1,1,7,0,2,5,,,,1,0,0,,4,4,0,4,,0,0,1,3,,89,8,15,10,2,66,,,6,9,7,2,,,,,1,1,1,1,,0,,4.4,4,4,4,4,2005-04
File,AbstractXYAnnotation.java,2,2,2,2,12,0,6,6,,,,1,0,0,,8,8,2,8,,0,0,2,6,,181,15,65,30,25,101,,,30,44,24,20,,,,,5,5,5,5,,1,,1.55,14,14,14,14,2005-04
File,AbstractXYDataset.java,2,2,2,1,13,0,6,7,,,,1,0,0,,3,3,0,3,,0,0,0,3,,100,7,25,12,11,68,,,12,18,11,7,,,,,2,2,2,1,,1,,2.72,5,5,5,3,2005-04
File,AbstractXYItemLabelGenerator.java,2,2,2,2,17,1,9,7,,,,1,0,0,,13,13,7,13,,0,0,5,8,,330,39,142,44,73,149,,,60,90,36,54,,,,,8,8,8,8,,2,,1.05,29,29,31,20,2005-04
File,AbstractXYItemRenderer.java,3,3,3,1,25,1,15,8,,,,1,0,1,,46,46,12,46,,0,1,6,39,,1411,131,781,304,470,499,,,329,452,217,235,,,,,13,13,13,7,,4,,0.64,124,124,125,60,2005-04
File,AbstractXYItemRendererTests.java,1,1,1,1,10,0,5,4,,,,1,1,1,,5,4,0,5,,0,1,0,4,,118,13,40,23,18,65,,,28,34,23,11,,,,,1,1,1,1,,0,,1.63,5,5,5,5,2005-04
File,AbstractXYZDataset.java,2,2,2,1,16,0,8,8,,,,1,0,0,,1,1,0,1,,0,0,0,1,,67,5,11,5,5,51,,,5,8,5,3,,,,,2,2,2,1,,1,,4.64,2,2,2,1,2005-04
File,AnnotationsPackageTests.java,1,1,1,1,11,0,6,5,,,,1,2,0,,3,1,0,3,,0,0,0,3,,94,8,25,9,13,61,,,17,21,9,12,,,,,1,1,1,1,,0,,2.44,3,3,3,3,2005-04
File,AreaRenderer.java,4,4,4,1,34,3,23,7,,,,1,0,0,,6,6,1,6,,0,0,0,6,,309,30,165,77,99,114,,,90,114,61,53,,,,,16,16,16,1,,4,,0.69,23,23,23,6,2005-04
File,AreaRendererEndType.java,3,3,3,2,15,1,8,6,,,,1,0,3,,4,4,1,4,,0,2,0,2,,141,16,47,17,27,78,,,19,30,14,16,,,,,4,4,4,4,,1,,1.66,10,10,10,7,2005-04
File,AreaRendererEndTypeTests.java,1,1,1,1,12,0,7,4,,,,1,1,0,,4,3,0,4,,0,0,0,4,,113,13,43,22,20,57,,,29,35,22,13,,,,,2,2,2,1,,1,,1.33,5,5,5,4,2005-04
File,AreaRendererTests.java,1,1,1,1,12,0,8,3,,,,1,1,0,,6,5,0,6,,0,0,0,6,,146,16,64,32,35,66,,,40,49,31,18,,,,,2,2,2,1,,1,,1.03,8,8,8,6,2005-04
File,Arrangement.java,1,1,1,1,7,0,1,6,,,,1,0,0,,3,3,0,3,,0,0,0,3,,83,8,10,9,0,65,,,6,7,7,0,,,,,1,1,1,1,,0,,6.5,3,3,3,3,2005-04
File,ArrowNeedle.java,3,3,4,2,26,2,17,7,,,,1,0,0,,3,3,1,3,,0,0,1,2,,143,14,62,20,37,67,,,36,46,20,26,,,,,4,4,6,4,,1,,1.08,9,9,12,6,2005-04
File,Axis.java,2,2,2,1,16,0,8,6,,,,1,0,16,,55,55,21,55,,0,2,5,48,,1220,149,571,190,328,500,,,273,384,159,225,,,,,22,22,22,22,,2,,0.88,114,114,117,76,2005-04
File,AxisChangeEvent.java,1,1,1,1,8,0,3,5,,,,1,0,0,,2,2,1,2,,0,0,0,2,,75,7,12,6,3,56,,,6,9,6,3,,,,,1,1,1,1,,0,,4.67,2,2,2,2,2005-04
File,AxisChangeListener.java,1,1,1,1,6,0,1,5,,,,1,0,0,,1,1,0,1,,0,0,0,1,,67,5,5,4,0,57,,,3,4,4,0,,,,,1,1,1,1,,0,,11.4,1,1,1,1,2005-04
File,AxisCollection.java,2,2,2,1,12,0,6,5,,,,1,0,0,,6,6,4,6,,0,0,0,6,,145,15,47,14,20,83,,,21,34,14,20,,,,,7,7,7,1,,1,,1.77,12,12,12,6,2005-04
File,AxisLocation.java,3,3,3,2,18,0,11,6,,,,1,1,4,,5,4,1,5,,0,2,0,3,,174,16,74,20,45,84,,,28,46,16,30,,,,,6,6,6,5,,1,,1.14,17,17,17,12,2005-04
File,AxisLocationTests.java,1,1,1,1,11,0,7,3,,,,1,1,0,,5,4,0,5,,0,0,0,5,,125,12,52,27,27,61,,,36,43,27,16,,,,,2,2,2,1,,1,,1.17,6,6,6,5,2005-04
File,AxisPackageTests.java,1,1,1,1,17,0,12,5,,,,1,2,0,,3,1,0,3,,0,0,0,3,,113,8,43,9,31,62,,,35,39,9,30,,,,,1,1,1,1,,0,,1.44,3,3,3,3,2005-04
File,AxisPropertyEditPanel.java,2,2,2,1,17,1,10,5,,,,1,1,1,,19,18,16,19,,0,4,0,15,,492,75,252,83,154,165,,,162,194,78,116,,,,,6,6,6,3,,2,,0.65,33,33,33,21,2005-04
File,AxisSpace.java,2,2,2,1,14,0,9,5,,,,1,0,0,,18,18,4,18,,0,0,0,18,,358,27,173,30,99,158,,,58,102,30,72,,,,,9,9,9,7,,2,,0.91,43,43,43,24,2005-04
File,AxisSpaceTests.java,1,1,1,1,14,0,9,3,,,,1,1,0,,5,4,0,5,,0,0,0,5,,131,15,55,19,36,61,,,39,46,19,27,,,,,2,2,2,1,,1,,1.11,6,6,6,5,2005-04
File,AxisState.java,1,1,1,1,8,0,3,4,,,,1,0,0,,13,13,3,13,,0,0,0,13,,194,20,59,20,21,115,,,23,41,20,21,,,,,5,5,5,1,,1,,1.95,17,17,17,13,2005-04
File,AxisTests.java,1,1,1,1,33,4,22,7,,,,1,1,0,,5,4,0,5,,0,0,0,5,,234,32,122,25,98,80,,,106,113,25,88,,,,,2,2,2,1,,1,,0.66,6,6,6,5,2005-04
File,BarChart3DTests.java,1,1,1,1,14,1,8,4,,,,2,2,0,,7,5,2,7,,0,1,1,5,,193,27,82,39,45,85,,,43,53,37,16,,,,,2,2,2,1,,1,,1.04,8,8,8,7,2005-04
File,BarChartDemo1.java,1,1,1,1,34,5,20,10,,,,1,3,0,,4,1,0,4,,0,2,0,2,,210,31,102,47,75,85,,,72,77,43,34,,,,,1,1,1,1,,0,,0.83,4,4,4,4,2005-04
File,BarChartTests.java,1,1,1,1,15,2,8,4,,,,2,2,0,,7,5,2,7,,0,1,1,5,,196,31,81,39,44,85,,,43,53,37,16,,,,,2,2,2,1,,1,,1.05,8,8,8,7,2005-04
File,BarRenderer.java,4,4,4,2,26,1,17,7,,,,1,0,2,,28,28,9,28,,0,2,5,21,,901,82,526,181,316,303,,,236,337,144,193,,,,,26,26,26,11,,4,,0.58,100,100,116,44,2005-04
File,BarRenderer3D.java,3,3,3,1,36,3,25,7,,,,1,0,3,,14,14,3,14,,0,2,0,12,,677,68,407,185,291,203,,,270,310,156,154,,,,,14,14,16,3,,3,,0.5,43,43,46,18,2005-04
File,BarRenderer3DTests.java,1,1,1,1,12,0,8,3,,,,1,1,0,,6,5,0,6,,0,0,0,6,,146,16,64,32,35,66,,,40,49,31,18,,,,,2,2,2,1,,1,,1.03,8,8,8,6,2005-04
File,BarRendererTests.java,1,1,1,1,21,2,15,4,,,,1,1,0,,7,6,0,7,,0,0,0,7,,231,28,126,43,87,77,,,84,94,42,52,,,,,2,2,2,1,,1,,0.61,9,9,9,7,2005-04
File,Block.java,1,1,1,1,7,0,1,6,,,,1,0,0,,6,6,0,6,,0,0,0,6,,107,11,13,12,0,83,,,11,12,12,0,,,,,1,1,1,1,,0,,6.38,6,6,6,6,2005-04
File,BlockBorder.java,2,2,2,1,14,0,8,6,,,,1,0,1,,9,9,2,9,,0,2,0,7,,211,16,93,37,47,102,,,51,71,35,36,,,,,5,5,5,5,,1,,1.1,19,19,19,13,2005-04
File,BlockBorderTests.java,1,1,1,1,16,0,12,4,,,,1,1,0,,5,4,0,5,,0,0,0,5,,156,14,77,33,48,65,,,42,49,29,20,,,,,2,2,2,1,,1,,0.84,6,6,6,5,2005-04
File,BlockContainer.java,2,2,2,1,11,0,5,5,,,,1,0,0,,13,13,2,13,,0,0,0,13,,239,20,95,36,43,124,,,48,70,33,37,,,,,6,6,6,6,,1,,1.31,21,21,21,18,2005-04
File,BlockContainerTests.java,1,1,1,1,15,1,10,3,,,,1,1,0,,5,4,0,5,,0,0,0,5,,148,16,70,30,40,62,,,48,56,29,27,,,,,2,2,2,1,,1,,0.89,7,7,7,5,2005-04
File,BlockPackageTests.java,1,1,1,1,11,0,6,5,,,,1,2,0,,3,1,0,3,,0,0,0,3,,94,8,24,9,12,62,,,16,20,9,11,,,,,1,1,1,1,,0,,2.58,3,3,3,3,2005-04
File,BorderArrangement.java,7,7,7,2,48,1,40,7,,,,1,0,0,,9,9,5,9,,0,0,5,4,,522,28,376,102,284,119,,,155,217,77,140,,,,,13,13,13,11,,2,,0.32,61,61,61,19,2005-04
File,BorderArrangementTests.java,1,1,1,1,102,10,70,21,,,,1,1,1,,7,6,0,7,,0,0,0,7,,798,88,514,50,476,196,,,485,494,46,448,,,,,2,2,2,1,,1,,0.38,8,8,8,7,2005-04
File,BoxAndWhiskerCalculator.java,6,6,7,1,47,4,35,8,,,,1,3,0,,3,0,0,3,,0,0,0,3,,204,19,112,32,77,73,,,47,65,31,34,,,,,9,9,12,1,,4,,0.65,17,17,20,3,2005-04
File,BoxAndWhiskerCalculatorTests.java,1,1,1,1,14,0,10,4,,,,1,1,1,,4,3,0,4,,0,0,0,4,,117,10,50,17,33,57,,,40,45,17,28,,,,,1,1,1,1,,0,,1.14,4,4,4,4,2005-04
File,BoxAndWhiskerCategoryDataset.java,1,1,1,1,9,0,1,8,,,,1,0,0,,18,18,0,18,,0,0,0,18,,241,23,23,22,0,195,,,21,22,22,0,,,,,1,1,1,1,,0,,8.48,18,18,18,18,2005-04
File,BoxAndWhiskerItem.java,2,2,2,2,14,0,7,6,,,,1,0,0,,11,11,9,11,,0,0,0,11,,252,28,103,35,46,121,,,45,68,27,41,,,,,12,12,12,12,,1,,1.17,22,22,22,22,2005-04
File,BoxAndWhiskerItemTests.java,1,1,1,1,15,1,10,4,,,,1,1,0,,4,3,0,4,,0,0,0,4,,127,16,54,28,30,57,,,29,35,24,11,,,,,2,2,2,1,,1,,1.06,5,5,5,4,2005-04
File,BoxAndWhiskerRenderer.java,3,3,4,1,39,3,26,9,,,,1,0,0,,19,19,3,19,,0,6,0,13,,878,85,548,243,374,248,,,251,315,174,141,,,,,22,22,25,6,,3,,0.45,65,65,72,24,2005-04
File,BoxAndWhiskerRendererTests.java,1,1,1,1,15,1,10,3,,,,1,1,0,,6,5,0,6,,0,0,0,6,,163,20,77,33,47,66,,,53,62,32,30,,,,,2,2,2,1,,1,,0.86,8,8,8,6,2005-04
File,BoxAndWhiskerToolTipGenerator.java,2,2,2,2,16,1,8,6,,,,1,0,1,,4,4,0,4,,0,0,1,3,,144,14,48,20,24,82,,,26,35,16,19,,,,,4,4,4,4,,1,,1.71,8,8,8,7,2005-04
File,BoxAndWhiskerToolTipGeneratorTests.java,1,1,1,1,19,1,13,4,,,,1,1,0,,5,4,0,5,,0,0,0,5,,163,18,80,28,52,65,,,46,54,27,27,,,,,2,2,2,1,,1,,0.81,7,7,7,5,2005-04
File,BoxAndWhiskerXYDataset.java,1,1,1,1,9,0,1,8,,,,1,0,0,,11,11,0,11,,0,0,0,11,,180,16,16,15,0,148,,,14,15,15,0,,,,,1,1,1,1,,0,,9.25,11,11,11,11,2005-04
File,BoxAndWhiskerXYToolTipGenerator.java,2,2,2,2,20,1,11,7,,,,1,0,1,,4,4,0,4,,0,0,1,3,,169,17,60,24,30,92,,,29,39,18,21,,,,,4,4,4,4,,1,,1.53,9,9,9,7,2005-04
File,BoxAndWhiskerXYToolTipGeneratorTests.java,1,1,1,1,24,1,17,4,,,,1,1,0,,5,4,0,5,,0,0,0,5,,191,19,104,33,71,68,,,52,60,28,32,,,,,2,2,2,1,,1,,0.65,7,7,7,5,2005-04
File,CSV.java,3,3,3,1,21,0,14,8,,,,1,0,0,,6,6,2,6,,0,3,0,3,,202,15,96,37,59,96,,,51,68,35,33,,,,,4,4,4,1,,3,,1,16,16,16,6,2005-04
File,CandlestickRenderer.java,2,2,3,1,23,1,12,8,,,,1,0,3,,25,25,10,25,,0,2,0,23,,759,80,367,143,211,313,,,199,259,123,136,,,,,25,23,25,4,,4,,0.85,61,59,65,30,2005-04
File,CandlestickRendererTests.java,1,1,1,1,12,0,8,3,,,,1,1,0,,6,5,0,6,,0,0,0,6,,142,16,62,31,33,64,,,40,49,31,18,,,,,2,2,2,1,,1,,1.03,8,8,8,6,2005-04
File,CategoryAnchor.java,3,3,3,3,14,0,7,6,,,,1,0,3,,4,4,1,4,,0,2,0,2,,130,14,43,16,20,73,,,18,29,13,16,,,,,4,4,4,4,,1,,1.7,10,10,10,10,2005-04
File,CategoryAnchorTests.java,1,1,1,1,12,0,7,3,,,,1,1,0,,5,4,0,5,,0,0,0,5,,126,13,52,26,27,61,,,36,43,26,17,,,,,2,2,2,1,,1,,1.17,6,6,6,5,2005-04
File,CategoryAnnotation.java,1,1,1,1,10,0,1,9,,,,1,0,0,,1,1,0,1,,0,0,0,1,,70,6,10,9,0,54,,,7,8,8,0,,,,,1,1,1,1,,0,,5.4,1,1,1,1,2005-04
File,CategoryAxis.java,3,3,3,1,23,1,13,7,,,,1,0,3,,37,37,8,37,,0,2,6,29,,1047,105,557,189,344,386,,,238,334,138,196,,,,,15,15,15,11,,4,,0.69,95,95,104,47,2005-04
File,CategoryAxis3D.java,3,3,4,1,29,2,17,9,,,,1,0,0,,5,5,0,5,,0,0,0,5,,223,21,100,42,58,102,,,44,60,32,28,,,,,7,7,9,1,,2,,1.02,15,15,19,5,2005-04
File,CategoryAxis3DTests.java,2,2,2,1,14,1,9,4,,,,1,1,0,,4,3,0,4,,0,0,0,4,,120,14,49,23,24,57,,,31,38,23,15,,,,,2,2,2,1,,1,,1.16,6,6,6,4,2005-04
File,CategoryAxisTests.java,1,1,1,1,19,2,12,4,,,,1,1,0,,6,5,0,6,,0,0,0,6,,188,25,91,32,61,72,,,69,78,32,46,,,,,2,2,2,1,,1,,0.79,8,8,8,6,2005-04
