Kind,Name,CountClassCoupled,PercentLackOfCohesion,CountDeclMethod,Date
File,PieChartDemo1.java,,,5,2008-06-09
File,PieChartTests.java,,,6,2008-06-09
File,PieDataset.java,,,0,2008-06-09
File,PieDatasetHandler.java,,,5,2008-06-09
File,PieLabelDistributor.java,,,9,2008-06-09
File,PieLabelLinkStyle.java,,,5,2008-06-09
File,PieLabelRecord.java,,,16,2008-06-09
File,PieLabelRecordTests.java,,,5,2008-06-09
File,PiePlot.java,,,130,2008-06-09
File,PiePlot3D.java,,,12,2008-06-09
File,PiePlot3DTests.java,,,5,2008-06-09
File,PiePlotState.java,,,21,2008-06-09
File,PiePlotTests.java,,,15,2008-06-09
File,PieSectionEntity.java,,,12,2008-06-09
File,PieSectionEntityTests.java,,,5,2008-06-09
File,PieSectionLabelGenerator.java,,,2,2008-06-09
File,PieToolTipGenerator.java,,,1,2008-06-09
File,PieURLGenerator.java,,,1,2008-06-09
File,PinNeedle.java,,,4,2008-06-09
File,PinNeedleTests.java,,,5,2008-06-09
File,Plot.java,,,62,2008-06-09
File,PlotChangeEvent.java,,,2,2008-06-09
File,PlotChangeListener.java,,,1,2008-06-09
File,PlotOrientation.java,,,5,2008-06-09
File,PlotOrientationTests.java,,,4,2008-06-09
File,PlotPackageTests.java,,,3,2008-06-09
File,PlotRenderingInfo.java,,,14,2008-06-09
File,PlotRenderingInfoTests.java,,,5,2008-06-09
File,PlotState.java,,,2,2008-06-09
File,PlotTests.java,,,3,2008-06-09
File,PlotUtilities.java,,,1,2008-06-09
File,PlumNeedle.java,,,4,2008-06-09
File,PlumNeedleTests.java,,,5,2008-06-09
File,PointerNeedle.java,,,4,2008-06-09
File,PointerNeedleTests.java,,,5,2008-06-09
File,PolarChartPanel.java,,,7,2008-06-09
File,PolarItemRenderer.java,,,8,2008-06-09
File,PolarPlot.java,,,59,2008-06-09
File,PolarPlotTests.java,,,5,2008-06-09
File,PowerFunction2D.java,,,2,2008-06-09
File,Quarter.java,,,21,2008-06-09
File,QuarterDateFormat.java,,,7,2008-06-09
File,QuarterDateFormatTests.java,,,6,2008-06-09
File,QuarterTests.java,,,26,2008-06-09
File,RainbowPalette.java,,,2,2008-06-09
File,Range.java,,,19,2008-06-09
File,RangeInfo.java,,,3,2008-06-09
File,RangeTests.java,,,12,2008-06-09
File,RangeType.java,,,5,2008-06-09
File,RangeTypeTests.java,,,5,2008-06-09
File,RectangleConstraint.java,,,19,2008-06-09
File,RectangleConstraintTests.java,,,3,2008-06-09
File,Regression.java,,,4,2008-06-09
File,RegressionTests.java,,,12,2008-06-09
File,RegularTimePeriod.java,,,18,2008-06-09
File,RelativeDateFormat.java,,,26,2008-06-09
File,RelativeDateFormatTests.java,,,6,2008-06-09
File,RendererCategoryPackageTests.java,,,3,2008-06-09
File,RendererChangeDetector.java,,,4,2008-06-09
File,RendererChangeEvent.java,,,2,2008-06-09
File,RendererChangeListener.java,,,1,2008-06-09
File,RendererPackageTests.java,,,2,2008-06-09
File,RendererState.java,,,3,2008-06-09
File,RendererUtilities.java,,,3,2008-06-09
File,RendererUtilitiesTests.java,,,12,2008-06-09
File,RendererXYPackageTests.java,,,5,2008-06-09
File,RingPlot.java,,,20,2008-06-09
File,RingPlotTests.java,,,5,2008-06-09
File,RootHandler.java,,,6,2008-06-09
File,SWTAxisEditor.java,,,12,2008-06-09
File,SWTBarChartDemo1.java,,,3,2008-06-09
File,SWTChartEditor.java,,,5,2008-06-09
File,SWTGraphics2D.java,,,80,2008-06-09
File,SWTMultipleAxisDemo1.java,,,4,2008-06-09
File,SWTNumberAxisEditor.java,,,8,2008-06-09
File,SWTOtherEditor.java,,,3,2008-06-09
File,SWTPaintCanvas.java,,,8,2008-06-09
File,SWTPieChartDemo1.java,,,3,2008-06-09
File,SWTPlotAppearanceEditor.java,,,9,2008-06-09
File,SWTPlotEditor.java,,,5,2008-06-09
File,SWTStrokeCanvas.java,,,5,2008-06-09
File,SWTTimeSeriesDemo.java,,,3,2008-06-09
File,SWTTitleEditor.java,,,8,2008-06-09
File,SWTUtils.java,,,14,2008-06-09
File,ScatterPlotTests.java,,,8,2008-06-09
File,ScatterRenderer.java,,,23,2008-06-09
File,ScatterRendererTests.java,,,8,2008-06-09
File,Second.java,,,19,2008-06-09
File,SecondTests.java,,,20,2008-06-09
File,SegmentedTimeline.java,,,81,2008-06-09
File,SegmentedTimelineTests.java,,,46,2008-06-09
File,SegmentedTimelineTests2.java,,,11,2008-06-09
File,Series.java,,,20,2008-06-09
File,SeriesChangeEvent.java,,,1,2008-06-09
File,SeriesChangeListener.java,,,1,2008-06-09
File,SeriesDataset.java,,,3,2008-06-09
File,SeriesException.java,,,1,2008-06-09
File,SeriesRenderingOrder.java,,,5,2008-06-09
File,ServletUtilities.java,,,14,2008-06-09
File,ShipNeedle.java,,,4,2008-06-09
File,ShipNeedleTests.java,,,5,2008-06-09
File,ShortTextTitle.java,,,7,2008-06-09
File,ShortTextTitleTests.java,,,6,2008-06-09
File,SimpleHistogramBin.java,,,11,2008-06-09
File,SimpleHistogramBinTests.java,,,7,2008-06-09
File,SimpleHistogramDataset.java,,,27,2008-06-09
File,SimpleHistogramDatasetTests.java,,,7,2008-06-09
File,SimpleTimePeriod.java,,,9,2008-06-09
File,SimpleTimePeriodTests.java,,,10,2008-06-09
File,SlidingCategoryDataset.java,,,19,2008-06-09
File,SlidingCategoryDatasetTests.java,,,10,2008-06-09
File,SlidingGanttCategoryDataset.java,,,33,2008-06-09
File,SlidingGanttCategoryDatasetTests.java,,,5,2008-06-09
File,SpiderWebPlot.java,,,68,2008-06-09
File,SpiderWebPlotTests.java,,,6,2008-06-09
File,StackedAreaChartTests.java,,,9,2008-06-09
File,StackedAreaRenderer.java,,,12,2008-06-09
File,StackedAreaRendererTests.java,,,7,2008-06-09
File,StackedBarChart3DTests.java,,,9,2008-06-09
File,StackedBarChartTests.java,,,9,2008-06-09
File,StackedBarRenderer.java,,,9,2008-06-09
File,StackedBarRenderer3D.java,,,15,2008-06-09
File,StackedBarRenderer3DTests.java,,,25,2008-06-09
File,StackedBarRendererTests.java,,,7,2008-06-09
File,StackedXYAreaRenderer.java,,,24,2008-06-09
File,StackedXYAreaRenderer2.java,,,12,2008-06-09
File,StackedXYAreaRenderer2Tests.java,,,9,2008-06-09
File,StackedXYAreaRendererTests.java,,,10,2008-06-09
File,StackedXYBarRenderer.java,,,10,2008-06-09
File,StackedXYBarRendererTests.java,,,9,2008-06-09
File,StandardCategoryItemLabelGenerator.java,,,6,2008-06-09
File,StandardCategoryItemLabelGeneratorTests.java,,,9,2008-06-09
File,StandardCategorySeriesLabelGenerator.java,,,7,2008-06-09
File,StandardCategorySeriesLabelGeneratorTests.java,,,8,2008-06-09
File,StandardCategoryToolTipGenerator.java,,,5,2008-06-09
File,StandardCategoryToolTipGeneratorTests.java,,,8,2008-06-09
File,StandardCategoryURLGenerator.java,,,7,2008-06-09
File,StandardCategoryURLGeneratorTests.java,,,6,2008-06-09
File,StandardContourToolTipGenerator.java,,,2,2008-06-09
File,StandardContourToolTipGeneratorTests.java,,,3,2008-06-09
File,StandardDialFrame.java,,,17,2008-06-09
File,StandardDialFrameTests.java,,,6,2008-06-09
File,StandardDialRange.java,,,22,2008-06-09
File,StandardDialRangeTests.java,,,6,2008-06-09
File,StandardDialScale.java,,,49,2008-06-09
File,StandardDialScaleTests.java,,,6,2008-06-09
File,StandardEntityCollection.java,,,11,2008-06-09
File,StandardEntityCollectionTests.java,,,5,2008-06-09
File,StandardPieSectionLabelGenerator.java,,,11,2008-06-09
File,StandardPieSectionLabelGeneratorTests.java,,,8,2008-06-09
File,StandardPieToolTipGenerator.java,,,7,2008-06-09
File,StandardPieToolTipGeneratorTests.java,,,7,2008-06-09
File,StandardPieURLGenerator.java,,,6,2008-06-09
File,StandardPieURLGeneratorTests.java,,,6,2008-06-09
File,StandardTickUnitSource.java,,,6,2008-06-09
File,StandardTickUnitSourceTests.java,,,4,2008-06-09
File,StandardToolTipTagFragmentGenerator.java,,,2,2008-06-09
File,StandardToolTipTagFragmentGeneratorTests.java,,,3,2008-06-09
File,StandardURLTagFragmentGenerator.java,,,2,2008-06-09
File,StandardURLTagFragmentGeneratorTests.java,,,3,2008-06-09
File,StandardXYItemLabelGenerator.java,,,8,2008-06-09
File,StandardXYItemLabelGeneratorTests.java,,,7,2008-06-09
File,StandardXYItemRenderer.java,,,42,2008-06-09
File,StandardXYItemRendererTests.java,,,9,2008-06-09
File,StandardXYSeriesLabelGenerator.java,,,7,2008-06-09
File,StandardXYSeriesLabelGeneratorTests.java,,,8,2008-06-09
File,StandardXYToolTipGenerator.java,,,9,2008-06-09
File,StandardXYToolTipGeneratorTests.java,,,7,2008-06-09
File,StandardXYURLGenerator.java,,,5,2008-06-09
File,StandardXYURLGeneratorTests.java,,,4,2008-06-09
File,StandardXYZToolTipGenerator.java,,,9,2008-06-09
File,StandardXYZToolTipGeneratorTests.java,,,7,2008-06-09
File,StandardXYZURLGenerator.java,,,1,2008-06-09
File,StatisticalBarRenderer.java,,,11,2008-06-09
File,StatisticalBarRendererTests.java,,,12,2008-06-09
File,StatisticalCategoryDataset.java,,,4,2008-06-09
File,StatisticalLineAndShapeRenderer.java,,,8,2008-06-09
File,StatisticalLineAndShapeRendererTests.java,,,9,2008-06-09
File,Statistics.java,,,13,2008-06-09
File,StatisticsTests.java,,,14,2008-06-09
File,StrokeMap.java,,,9,2008-06-09
File,StrokeMapTests.java,,,8,2008-06-09
File,SubCategoryAxis.java,,,13,2008-06-09
File,SubCategoryAxisTests.java,,,6,2008-06-09
File,SubSeriesDataset.java,,,23,2008-06-09
File,SunJPEGEncoderAdapter.java,,,7,2008-06-09
File,SunPNGEncoderAdapter.java,,,6,2008-06-09
File,SymbolAxis.java,,,21,2008-06-09
File,SymbolAxisTests.java,,,5,2008-06-09
File,SymbolicXYItemLabelGenerator.java,,,6,2008-06-09
File,SymbolicXYItemLabelGeneratorTests.java,,,7,2008-06-09
File,TableXYDataset.java,,,1,2008-06-09
File,TableXYDatasetTests.java,,,15,2008-06-09
File,Task.java,,,15,2008-06-09
File,TaskSeries.java,,,10,2008-06-09
File,TaskSeriesCollection.java,,,37,2008-06-09
File,TaskSeriesCollectionTests.java,,,29,2008-06-09
File,TaskSeriesTests.java,,,6,2008-06-09
File,TaskTests.java,,,6,2008-06-09
File,TestUtilities.java,,,1,2008-06-09
File,TextAnnotation.java,,,17,2008-06-09
File,TextAnnotationTests.java,,,4,2008-06-09
File,TextTitle.java,,,36,2008-06-09
File,TextTitleTests.java,,,6,2008-06-09
File,ThermometerPlot.java,,,77,2008-06-09
File,ThermometerPlotTests.java,,,7,2008-06-09
File,Tick.java,,,8,2008-06-09
File,TickLabelEntity.java,,,1,2008-06-09
File,TickLabelEntityTests.java,,,5,2008-06-09
File,TickType.java,,,4,2008-06-09
File,TickUnit.java,,,8,2008-06-09
File,TickUnitSource.java,,,3,2008-06-09
File,TickUnits.java,,,9,2008-06-09
File,TickUnitsTests.java,,,5,2008-06-09
File,TimePeriod.java,,,2,2008-06-09
File,TimePeriodAnchor.java,,,5,2008-06-09
File,TimePeriodAnchorTests.java,,,4,2008-06-09
File,TimePeriodFormatException.java,,,1,2008-06-09
File,TimePeriodValue.java,,,9,2008-06-09
File,TimePeriodValueTests.java,,,6,2008-06-09
File,TimePeriodValues.java,,,27,2008-06-09
File,TimePeriodValuesCollection.java,,,24,2008-06-09
File,TimePeriodValuesCollectionTests.java,,,9,2008-06-09
File,TimePeriodValuesTests.java,,,19,2008-06-09
File,TimeSeries.java,,,44,2008-06-09
File,TimeSeriesChartDemo1.java,,,5,2008-06-09
File,TimeSeriesChartTests.java,,,8,2008-06-09
File,TimeSeriesCollection.java,,,34,2008-06-09
File,TimeSeriesCollectionTests.java,,,9,2008-06-09
File,TimeSeriesDataItem.java,,,9,2008-06-09
File,TimeSeriesDataItemTests.java,,,6,2008-06-09
File,TimeSeriesTableModel.java,,,11,2008-06-09
File,TimeSeriesTests.java,,,26,2008-06-09
File,TimeSeriesURLGenerator.java,,,8,2008-06-09
File,TimeSeriesURLGeneratorTests.java,,,6,2008-06-09
File,TimeTableXYDataset.java,,,32,2008-06-09
File,TimeTableXYDatasetTests.java,,,8,2008-06-09
File,Timeline.java,,,7,2008-06-09
File,Title.java,,,20,2008-06-09
File,TitleChangeEvent.java,,,2,2008-06-09
File,TitleChangeListener.java,,,1,2008-06-09
File,TitlePackageTests.java,,,3,2008-06-09
File,TitleTests.java,,,4,2008-06-09
File,ToolTipTagFragmentGenerator.java,,,1,2008-06-09
File,URLTagFragmentGenerator.java,,,1,2008-06-09
File,URLUtilities.java,,,1,2008-06-09
File,UnknownKeyException.java,,,1,2008-06-09
File,UrlsPackageTests.java,,,3,2008-06-09
File,UtilPackageTests.java,,,3,2008-06-09
File,Value.java,,,1,2008-06-09
File,ValueAxis.java,,,68,2008-06-09
File,ValueAxisPlot.java,,,1,2008-06-09
File,ValueAxisTests.java,,,5,2008-06-09
File,ValueDataset.java,,,0,2008-06-09
File,ValueHandler.java,,,6,2008-06-09
File,ValueMarker.java,,,6,2008-06-09
File,ValueMarkerTests.java,,,9,2008-06-09
File,ValueTick.java,,,5,2008-06-09
File,Values.java,,,2,2008-06-09
File,Values2D.java,,,3,2008-06-09
File,Vector.java,,,7,2008-06-09
File,VectorDataItem.java,,,6,2008-06-09
File,VectorDataItemTests.java,,,6,2008-06-09
File,VectorRenderer.java,,,6,2008-06-09
File,VectorRendererTests.java,,,7,2008-06-09
File,VectorSeries.java,,,9,2008-06-09
File,VectorSeriesCollection.java,,,18,2008-06-09
File,VectorSeriesCollectionTests.java,,,7,2008-06-09
File,VectorSeriesTests.java,,,14,2008-06-09
File,VectorTests.java,,,6,2008-06-09
File,VectorXYDataset.java,,,3,2008-06-09
File,WaferMapDataset.java,,,19,2008-06-09
File,WaferMapPlot.java,,,13,2008-06-09
File,WaferMapRenderer.java,,,15,2008-06-09
File,WaterfallBarRenderer.java,,,15,2008-06-09
File,WaterfallBarRendererTests.java,,,7,2008-06-09
File,WaterfallChartTests.java,,,7,2008-06-09
File,Week.java,,,25,2008-06-09
File,WeekTests.java,,,26,2008-06-09
File,WindDataset.java,,,2,2008-06-09
File,WindItemRenderer.java,,,3,2008-06-09
File,WindItemRendererTests.java,,,7,2008-06-09
File,WindNeedle.java,,,4,2008-06-09
File,WindNeedleTests.java,,,5,2008-06-09
File,XIntervalDataItem.java,,,5,2008-06-09
File,XIntervalDataItemTests.java,,,6,2008-06-09
File,XIntervalSeries.java,,,8,2008-06-09
File,XIntervalSeriesCollection.java,,,20,2008-06-09
File,XIntervalSeriesCollectionTests.java,,,8,2008-06-09
File,XIntervalSeriesTests.java,,,16,2008-06-09
File,XYAnnotation.java,,,1,2008-06-09
File,XYAnnotationEntity.java,,,4,2008-06-09
File,XYAreaChartTests.java,,,8,2008-06-09
File,XYAreaRenderer.java,,,18,2008-06-09
File,XYAreaRenderer2.java,,,13,2008-06-09
File,XYAreaRenderer2Tests.java,,,9,2008-06-09
File,XYAreaRendererTests.java,,,9,2008-06-09
File,XYBarChartTests.java,,,8,2008-06-09
File,XYBarDataset.java,,,22,2008-06-09
File,XYBarDatasetTests.java,,,6,2008-06-09
File,XYBarRenderer.java,,,32,2008-06-09
File,XYBarRendererTests.java,,,10,2008-06-09
File,XYBlockRenderer.java,,,15,2008-06-09
File,XYBlockRendererTests.java,,,9,2008-06-09
File,XYBoxAndWhiskerRenderer.java,,,22,2008-06-09
File,XYBoxAndWhiskerRendererTests.java,,,7,2008-06-09
File,XYBoxAnnotation.java,,,9,2008-06-09
File,XYBoxAnnotationTests.java,,,8,2008-06-09
File,XYBubbleRenderer.java,,,7,2008-06-09
File,XYBubbleRendererTests.java,,,8,2008-06-09
File,XYCoordinate.java,,,8,2008-06-09
File,XYCoordinateTests.java,,,6,2008-06-09
File,XYCoordinateType.java,,,4,2008-06-09
File,XYDataItem.java,,,13,2008-06-09
File,XYDataItemTests.java,,,5,2008-06-09
File,XYDataset.java,,,6,2008-06-09
File,XYDatasetTableModel.java,,,10,2008-06-09
File,XYDifferenceRenderer.java,,,25,2008-06-09
File,XYDifferenceRendererTests.java,,,8,2008-06-09
File,XYDotRenderer.java,,,13,2008-06-09
File,XYDotRendererTests.java,,,8,2008-06-09
File,XYDrawableAnnotation.java,,,5,2008-06-09
File,XYDrawableAnnotationTests.java,,,11,2008-06-09
File,XYErrorRenderer.java,,,15,2008-06-09
File,XYErrorRendererTests.java,,,7,2008-06-09
File,XYImageAnnotation.java,,,12,2008-06-09
File,XYImageAnnotationTests.java,,,6,2008-06-09
File,XYInterval.java,,,7,2008-06-09
File,XYIntervalDataItem.java,,,7,2008-06-09
File,XYIntervalDataItemTests.java,,,6,2008-06-09
File,XYIntervalSeries.java,,,10,2008-06-09
File,XYIntervalSeriesCollection.java,,,22,2008-06-09
File,XYIntervalSeriesCollectionTests.java,,,8,2008-06-09
File,XYIntervalSeriesTests.java,,,15,2008-06-09
File,XYIntervalTests.java,,,5,2008-06-09
File,XYItemEntity.java,,,9,2008-06-09
File,XYItemEntityTests.java,,,5,2008-06-09
File,XYItemLabelGenerator.java,,,1,2008-06-09
File,XYItemRenderer.java,,,134,2008-06-09
File,XYItemRendererState.java,,,3,2008-06-09
File,XYLine3DRenderer.java,,,15,2008-06-09
File,XYLine3DRendererTests.java,,,7,2008-06-09
File,XYLineAndShapeRenderer.java,,,55,2008-06-09
File,XYLineAndShapeRendererTests.java,,,11,2008-06-09
File,XYLineAnnotation.java,,,8,2008-06-09
File,XYLineAnnotationTests.java,,,7,2008-06-09
File,XYLineChartTests.java,,,8,2008-06-09
File,XYPlot.java,,,200,2008-06-09
File,XYPlotTests.java,,,27,2008-06-09
File,XYPointerAnnotation.java,,,23,2008-06-09
File,XYPointerAnnotationTests.java,,,7,2008-06-09
File,XYPolygonAnnotation.java,,,13,2008-06-09
File,XYPolygonAnnotationTests.java,,,7,2008-06-09
File,XYSeries.java,,,35,2008-06-09
File,XYSeriesCollection.java,,,31,2008-06-09
File,XYSeriesCollectionTests.java,,,11,2008-06-09
File,XYSeriesLabelGenerator.java,,,1,2008-06-09
File,XYSeriesTests.java,,,22,2008-06-09
File,XYShapeAnnotation.java,,,9,2008-06-09
File,XYShapeAnnotationTests.java,,,7,2008-06-09
File,XYSmoothLineAndShapeRenderer.java,,,4,2008-06-09
File,XYSplineRenderer.java,,,10,2008-06-09
File,XYSplineRendererTests.java,,,7,2008-06-09
File,XYStepAreaChartTests.java,,,8,2008-06-09
File,XYStepAreaRenderer.java,,,18,2008-06-09
File,XYStepAreaRendererTests.java,,,8,2008-06-09
File,XYStepChartTests.java,,,8,2008-06-09
File,XYStepRenderer.java,,,9,2008-06-09
File,XYStepRendererTests.java,,,9,2008-06-09
File,XYTextAnnotation.java,,,23,2008-06-09
File,XYTextAnnotationTests.java,,,7,2008-06-09
File,XYTitleAnnotation.java,,,15,2008-06-09
File,XYTitleAnnotationDemo1.java,,,5,2008-06-09
File,XYTitleAnnotationTests.java,,,7,2008-06-09
File,XYToolTipGenerator.java,,,1,2008-06-09
File,XYURLGenerator.java,,,1,2008-06-09
File,XYZDataset.java,,,2,2008-06-09
File,XYZToolTipGenerator.java,,,1,2008-06-09
File,XYZURLGenerator.java,,,1,2008-06-09
File,XisSymbolic.java,,,3,2008-06-09
File,YInterval.java,,,5,2008-06-09
File,YIntervalDataItem.java,,,5,2008-06-09
File,YIntervalDataItemTests.java,,,6,2008-06-09
File,YIntervalRenderer.java,,,8,2008-06-09
File,YIntervalRendererTests.java,,,8,2008-06-09
File,YIntervalSeries.java,,,8,2008-06-09
File,YIntervalSeriesCollection.java,,,20,2008-06-09
File,YIntervalSeriesCollectionTests.java,,,8,2008-06-09
File,YIntervalSeriesTests.java,,,14,2008-06-09
File,YIntervalTests.java,,,5,2008-06-09
File,YWithXInterval.java,,,5,2008-06-09
File,YWithXIntervalTests.java,,,5,2008-06-09
File,Year.java,,,18,2008-06-09
File,YearTests.java,,,25,2008-06-09
File,YisSymbolic.java,,,3,2008-06-09
File,Zoomable.java,,,9,2008-06-09
Package,org.jfree.chart,,,396,2008-06-09
Public Class,org.jfree.chart.ChartColor,0,50,2,2008-06-09
Public Abstract Class,org.jfree.chart.ChartFactory,97,0,38,2008-06-09
Public Class,org.jfree.chart.ChartFrame,4,33,3,2008-06-09
Public Class,org.jfree.chart.ChartMouseEvent,3,62,4,2008-06-09
Public Interface,org.jfree.chart.ChartMouseListener,1,0,2,2008-06-09
Public Class,org.jfree.chart.ChartPanel,56,96,102,2008-06-09
Public Class,org.jfree.chart.ChartRenderingInfo,11,62,12,2008-06-09
Public Abstract Class,org.jfree.chart.ChartUtilities,24,0,26,2008-06-09
Public Class,org.jfree.chart.ClipPath,13,80,25,2008-06-09
Public Class,org.jfree.chart.DrawableLegendItem,4,86,17,2008-06-09
Public Interface,org.jfree.chart.Effect3D,0,0,2,2008-06-09
Public Class,org.jfree.chart.HashUtilities,8,0,13,2008-06-09
Public Class,org.jfree.chart.JFreeChart,60,92,70,2008-06-09
Class,org.jfree.chart.JFreeChartInfo,8,0,2,2008-06-09
Public Class,org.jfree.chart.LegendItem,20,88,40,2008-06-09
Public Class,org.jfree.chart.LegendItemCollection,5,50,8,2008-06-09
Public Interface,org.jfree.chart.LegendItemSource,1,0,1,2008-06-09
Public Class,org.jfree.chart.LegendRenderingOrder,2,68,4,2008-06-09
Public Class,org.jfree.chart.PaintMap,12,55,9,2008-06-09
Public Class,org.jfree.chart.PolarChartPanel,10,71,7,2008-06-09
Public Class,org.jfree.chart.StrokeMap,12,55,9,2008-06-09
Package,org.jfree.chart.annotations,,,183,2008-06-09
Public Abstract Class,org.jfree.chart.annotations.AbstractXYAnnotation,10,44,9,2008-06-09
Public Interface,org.jfree.chart.annotations.CategoryAnnotation,5,0,1,2008-06-09
Public Class,org.jfree.chart.annotations.CategoryLineAnnotation,25,69,19,2008-06-09
Public Class,org.jfree.chart.annotations.CategoryPointerAnnotation,31,82,23,2008-06-09
Public Class,org.jfree.chart.annotations.CategoryTextAnnotation,17,59,11,2008-06-09
Public Class,org.jfree.chart.annotations.TextAnnotation,11,81,17,2008-06-09
Public Interface,org.jfree.chart.annotations.XYAnnotation,5,0,1,2008-06-09
Public Class,org.jfree.chart.annotations.XYBoxAnnotation,18,56,9,2008-06-09
Public Class,org.jfree.chart.annotations.XYDrawableAnnotation,12,36,5,2008-06-09
Public Class,org.jfree.chart.annotations.XYImageAnnotation,20,71,12,2008-06-09
Public Class,org.jfree.chart.annotations.XYLineAnnotation,21,53,8,2008-06-09
Public Class,org.jfree.chart.annotations.XYPointerAnnotation,27,82,23,2008-06-09
Public Class,org.jfree.chart.annotations.XYPolygonAnnotation,22,60,13,2008-06-09
Public Class,org.jfree.chart.annotations.XYShapeAnnotation,21,46,9,2008-06-09
Public Class,org.jfree.chart.annotations.XYTextAnnotation,21,84,23,2008-06-09
Package,org.jfree.chart.annotations.junit,,,88,2008-06-09
Public Class,org.jfree.chart.annotations.junit.AnnotationsPackageTests,14,0,3,2008-06-09
Public Class,org.jfree.chart.annotations.junit.CategoryLineAnnotationTests,14,0,7,2008-06-09
Public Class,org.jfree.chart.annotations.junit.CategoryPointerAnnotationTests,17,0,7,2008-06-09
Public Class,org.jfree.chart.annotations.junit.CategoryTextAnnotationTests,15,0,7,2008-06-09
Public Class,org.jfree.chart.annotations.junit.TextAnnotationTests,8,0,4,2008-06-09
Public Class,org.jfree.chart.annotations.junit.XYBoxAnnotationTests,22,0,8,2008-06-09
Public Class,org.jfree.chart.annotations.junit.XYDrawableAnnotationTests,15,0,7,2008-06-09
Static Class,org.jfree.chart.annotations.junit.XYDrawableAnnotationTests.TestDrawable,3,0,4,2008-06-09
Public Class,org.jfree.chart.annotations.junit.XYImageAnnotationTests,7,0,6,2008-06-09
Public Class,org.jfree.chart.annotations.junit.XYLineAnnotationTests,18,0,7,2008-06-09
Public Class,org.jfree.chart.annotations.junit.XYPointerAnnotationTests,19,0,7,2008-06-09
Public Class,org.jfree.chart.annotations.junit.XYPolygonAnnotationTests,16,0,7,2008-06-09
Public Class,org.jfree.chart.annotations.junit.XYShapeAnnotationTests,17,0,7,2008-06-09
Public Class,org.jfree.chart.annotations.junit.XYTextAnnotationTests,17,0,7,2008-06-09
Package,org.jfree.chart.axis,,,792,2008-06-09
Public Abstract Class,org.jfree.chart.axis.Axis,34,94,57,2008-06-09
Public Class,org.jfree.chart.axis.AxisCollection,4,50,6,2008-06-09
Public Class,org.jfree.chart.axis.AxisLocation,4,69,6,2008-06-09
Public Class,org.jfree.chart.axis.AxisSpace,9,49,19,2008-06-09
Public Class,org.jfree.chart.axis.AxisState,2,69,13,2008-06-09
Public Class,org.jfree.chart.axis.CategoryAnchor,2,70,4,2008-06-09
Public Class,org.jfree.chart.axis.CategoryAxis,43,91,48,2008-06-09
Public Class,org.jfree.chart.axis.CategoryAxis3D,12,100,5,2008-06-09
Public Class,org.jfree.chart.axis.CategoryLabelPosition,2,75,12,2008-06-09
Public Class,org.jfree.chart.axis.CategoryLabelPositions,4,81,11,2008-06-09
Public Class,org.jfree.chart.axis.CategoryLabelWidthType,3,68,4,2008-06-09
Public Class,org.jfree.chart.axis.CategoryTick,1,33,6,2008-06-09
Public Class,org.jfree.chart.axis.ColorBar,23,79,17,2008-06-09
Public Class,org.jfree.chart.axis.CompassFormat,6,96,5,2008-06-09
Public Class,org.jfree.chart.axis.CyclicNumberAxis,35,87,34,2008-06-09
Protected Static Class,org.jfree.chart.axis.CyclicNumberAxis.CycleBoundTick,2,0,1,2008-06-09
Public Class,org.jfree.chart.axis.DateAxis,39,93,48,2008-06-09
Private Static Class,org.jfree.chart.axis.DateAxis.DefaultTimeline,1,0,8,2008-06-09
Public Class,org.jfree.chart.axis.DateTick,2,0,4,2008-06-09
Public Class,org.jfree.chart.axis.DateTickMarkPosition,2,70,4,2008-06-09
Public Class,org.jfree.chart.axis.DateTickUnit,6,85,19,2008-06-09
Public Class,org.jfree.chart.axis.ExtendedCategoryAxis,15,61,11,2008-06-09
Public Class,org.jfree.chart.axis.LogAxis,29,84,34,2008-06-09
Public Class,org.jfree.chart.axis.LogarithmicAxis,18,86,28,2008-06-09
Public Class,org.jfree.chart.axis.MarkerAxisBand,21,50,7,2008-06-09
Public Class,org.jfree.chart.axis.ModuloAxis,5,39,17,2008-06-09
Public Class,org.jfree.chart.axis.MonthDateFormat,19,72,11,2008-06-09
Public Class,org.jfree.chart.axis.NumberAxis,32,93,38,2008-06-09
Public Class,org.jfree.chart.axis.NumberAxis3D,12,100,3,2008-06-09
Public Class,org.jfree.chart.axis.NumberTick,4,0,3,2008-06-09
Public Class,org.jfree.chart.axis.NumberTickUnit,3,64,7,2008-06-09
Public Class,org.jfree.chart.axis.PeriodAxis,46,86,46,2008-06-09
Public Class,org.jfree.chart.axis.PeriodAxisLabelInfo,18,83,16,2008-06-09
Public Class,org.jfree.chart.axis.QuarterDateFormat,11,83,7,2008-06-09
Public Class,org.jfree.chart.axis.SegmentedTimeline,16,94,45,2008-06-09
Protected Class,org.jfree.chart.axis.SegmentedTimeline.BaseTimelineSegmentRange,0,0,1,2008-06-09
Public Class,org.jfree.chart.axis.SegmentedTimeline.Segment,3,68,29,2008-06-09
Protected Class,org.jfree.chart.axis.SegmentedTimeline.SegmentRange,3,66,6,2008-06-09
Public Class,org.jfree.chart.axis.StandardTickUnitSource,4,66,6,2008-06-09
Public Class,org.jfree.chart.axis.SubCategoryAxis,28,69,13,2008-06-09
Public Class,org.jfree.chart.axis.SymbolAxis,36,82,21,2008-06-09
Public Abstract Class,org.jfree.chart.axis.Tick,3,67,8,2008-06-09
