Kind,Name,CountClassCoupled,CountDeclMethod,PercentLackOfCohesion,Date
Class,org.jfree.chart.JFreeChartInfo,7,2,0,2004-09-10
Class,org.jfree.chart.renderer.category.MinMaxCategoryRenderer.getIcon.(Anon_1),6,3,0,2004-09-10
Class,org.jfree.chart.renderer.category.MinMaxCategoryRenderer.getIcon.(Anon_2),6,3,0,2004-09-10
Class,org.jfree.chart.renderer.xy.XYBarRenderer.XYBarRendererState,1,3,33,2004-09-10
Class,org.jfree.chart.ui.LegendPropertyEditPanel,19,15,81,2004-09-10
Class,org.jfree.chart.ui.NumberAxisPropertyEditPanel,21,13,73,2004-09-10
Class,org.jfree.data.xy.IntervalXYDelegate,7,20,83,2004-09-10
Class,org.jfree.data.xy.WindDataItem,2,5,53,2004-09-10
Private Class,org.jfree.data.general.CombinedDataset.DatasetInfo,1,1,0,2004-09-10
Private Static Class,org.jfree.chart.axis.DateAxis.DefaultTimeline,1,8,0,2004-09-10
Protected Class,org.jfree.chart.axis.SegmentedTimeline.BaseTimelineSegmentRange,0,1,0,2004-09-10
Protected Class,org.jfree.chart.axis.SegmentedTimeline.SegmentRange,3,6,66,2004-09-10
Protected Class,org.jfree.data.time.DynamicTimeSeriesCollection.ValueSequence,1,4,25,2004-09-10
Protected Static Class,org.jfree.chart.axis.CyclicNumberAxis.CycleBoundTick,2,1,0,2004-09-10
Protected Static Class,org.jfree.chart.renderer.xy.CyclicXYItemRenderer.OverwriteDataSet,6,13,76,2004-09-10
Public Abstract Class,org.jfree.chart.ChartFactory,93,37,0,2004-09-10
Public Abstract Class,org.jfree.chart.ChartUtilities,24,27,0,2004-09-10
Public Abstract Class,org.jfree.chart.Legend,14,22,88,2004-09-10
Public Abstract Class,org.jfree.chart.axis.Axis,33,55,94,2004-09-10
Public Abstract Class,org.jfree.chart.axis.Tick,3,8,59,2004-09-10
Public Abstract Class,org.jfree.chart.axis.TickUnit,1,5,19,2004-09-10
Public Abstract Class,org.jfree.chart.axis.ValueAxis,31,73,95,2004-09-10
Public Abstract Class,org.jfree.chart.axis.ValueTick,1,3,0,2004-09-10
Public Abstract Class,org.jfree.chart.labels.AbstractCategoryItemLabelGenerator,11,9,37,2004-09-10
Public Abstract Class,org.jfree.chart.needle.MeterNeedle,17,25,81,2004-09-10
Public Abstract Class,org.jfree.chart.plot.ContourPlotUtilities,3,1,0,2004-09-10
Public Abstract Class,org.jfree.chart.plot.Marker,12,29,83,2004-09-10
Public Abstract Class,org.jfree.chart.plot.Plot,40,58,94,2004-09-10
Public Abstract Class,org.jfree.chart.renderer.AbstractRenderer,30,145,96,2004-09-10
Public Abstract Class,org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,39,40,89,2004-09-10
Public Abstract Class,org.jfree.chart.renderer.xy.AbstractXYItemRenderer,43,37,91,2004-09-10
Public Abstract Class,org.jfree.chart.title.LegendTitle,6,4,75,2004-09-10
Public Abstract Class,org.jfree.chart.title.Title,13,24,92,2004-09-10
Public Abstract Class,org.jfree.chart.ui.ColorPalette,9,26,82,2004-09-10
Public Abstract Class,org.jfree.data.general.AbstractDataset,12,11,59,2004-09-10
Public Abstract Class,org.jfree.data.general.AbstractSeriesDataset,2,4,0,2004-09-10
Public Abstract Class,org.jfree.data.general.DataUtilities,5,1,0,2004-09-10
Public Abstract Class,org.jfree.data.statistics.BoxAndWhiskerCalculator,9,6,0,2004-09-10
Public Abstract Class,org.jfree.data.statistics.Regression,3,4,0,2004-09-10
Public Abstract Class,org.jfree.data.statistics.Statistics,9,12,0,2004-09-10
Public Abstract Class,org.jfree.data.time.RegularTimePeriod,4,15,86,2004-09-10
Public Abstract Class,org.jfree.data.xy.AbstractIntervalXYDataset,2,4,0,2004-09-10
Public Abstract Class,org.jfree.data.xy.AbstractXYDataset,3,3,0,2004-09-10
Public Abstract Class,org.jfree.data.xy.AbstractXYZDataset,2,1,0,2004-09-10
Public Class,org.jfree.chart.ChartColor,0,2,50,2004-09-10
Public Class,org.jfree.chart.ChartFrame,4,3,33,2004-09-10
Public Class,org.jfree.chart.ChartMouseEvent,3,4,50,2004-09-10
Public Class,org.jfree.chart.ChartPanel,62,82,95,2004-09-10
Public Class,org.jfree.chart.ChartRenderingInfo,10,14,64,2004-09-10
Public Class,org.jfree.chart.ClipPath,13,25,80,2004-09-10
Public Class,org.jfree.chart.DefaultShapeFactory,5,2,0,2004-09-10
Public Class,org.jfree.chart.DrawableLegendItem,6,22,90,2004-09-10
Public Class,org.jfree.chart.JFreeChart,53,62,92,2004-09-10
Public Class,org.jfree.chart.LegendItem,13,14,64,2004-09-10
Public Class,org.jfree.chart.LegendItemCollection,4,6,0,2004-09-10
