ID,PercentLackOfCohesion,CountLineCode,SumCyclomatic,CountDeclMethodAll,Date
1,58,59,14,12,2014-09-30
2,58,59,14,12,2014-10-14
3,58,59,14,12,2014-10-28
4,58,59,14,12,2014-11-11
5,58,59,14,12,2014-11-25
6,50,60,14,12,2014-12-09
7,51,74,17,13,2014-12-23
8,51,74,17,13,2015-01-06
9,64,153,36,16,2015-01-20
10,64,153,36,16,2015-02-03
11,63,159,40,17,2015-02-17
12,63,159,40,17,2015-03-03
13,63,159,40,17,2015-03-17
