ID,PercentLackOfCohesion,CountLineCode,SumCyclomatic,CountDeclMethodAll,Date
1,61,529,75,38,2014-09-30
2,55,390,68,31,2014-10-14
3,65,355,64,33,2014-10-28
4,65,355,64,33,2014-11-11
5,65,355,64,33,2014-11-25
6,69,438,74,39,2014-12-09
7,84,673,76,43,2014-12-23
8,84,692,78,44,2015-01-06
9,82,741,76,37,2015-01-20
10,81,825,76,37,2015-02-03
11,84,1071,87,42,2015-02-17
12,84,1131,87,42,2015-03-03
13,84,1178,87,42,2015-03-17
