ID,PercentLackOfCohesion,CountLineCode,SumCyclomatic,CountDeclMethodAll,Date
1,94,11,3,3,2014-09-30
2,94,11,3,3,2014-10-14
3,94,11,3,3,2014-10-28
4,94,11,3,3,2014-11-11
5,94,11,3,3,2014-11-25
6,94,11,3,3,2014-12-09
7,94,11,3,3,2014-12-23
8,94,11,3,3,2015-01-06
9,94,11,3,3,2015-01-20
10,94,11,3,3,2015-02-03
11,94,11,3,3,2015-02-17
12,94,11,3,3,2015-03-03
13,94,11,3,3,2015-03-17
