ID,PercentLackOfCohesion,CountLineCode,SumCyclomatic,CountDeclMethodAll,Date
1,91,404,85,30,2014-09-30
2,91,404,85,30,2014-10-14
3,91,399,85,31,2014-10-28
4,93,428,93,39,2014-11-11
5,93,429,93,39,2014-11-25
6,93,445,95,40,2014-12-09
7,93,557,115,46,2014-12-23
8,94,633,135,53,2015-01-06
9,95,748,164,67,2015-01-20
10,95,768,169,69,2015-02-03
11,96,970,217,82,2015-02-17
12,96,970,217,82,2015-03-03
13,96,973,218,84,2015-03-17
