ID,PercentLackOfCohesion,CountLineCode,SumCyclomatic,CountDeclMethodAll,Date
1,60,50,6,3,2014-09-30
2,60,50,6,3,2014-10-14
3,60,50,6,3,2014-10-28
4,60,50,6,3,2014-11-11
5,60,50,6,3,2014-11-25
6,60,50,6,3,2014-12-09
7,60,50,6,3,2014-12-23
8,60,50,6,3,2015-01-06
9,60,50,6,3,2015-01-20
10,60,50,6,3,2015-02-03
11,60,50,6,3,2015-02-17
12,60,50,6,3,2015-03-03
13,44,48,6,3,2015-03-17
