Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Date
Package,(Unnamed_Package),0,0,0,0,0,0,0,0,,,,0,0,0,5,,0,0,0,,0,0,0,0,,645,204,0,0,0,441,,,0,0,0,0,,,,,0,0,0,0,,0,,0,0,0,0,0,2014-12-23
File,AdapterExampleActivity.java,1,1,1,1,8,0,8,0,,,,2,0,0,,5,5,1,5,,0,0,2,3,,81,11,55,26,27,16,,,35,42,23,19,,,,,2,2,2,1,,1,,0.29,6,6,6,5,2014-12-23
File,AddPersonJob.java,1,1,1,1,5,0,4,0,,,,1,0,1,,7,7,3,7,,0,2,2,3,,88,18,50,28,19,20,,,29,38,24,14,,,,,2,2,2,1,,1,,0.4,8,8,8,7,2014-12-23
File,AllColumns.java,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,,0,0,0,0,,101,23,0,0,0,78,,,0,0,0,0,,,,,0,0,0,0,,0,,0,0,0,0,0,2014-12-23
File,AllTypes.java,1,1,1,1,3,0,3,0,,,,1,0,0,,14,14,7,14,,0,0,0,14,,87,18,54,25,14,15,,,24,39,25,14,,,,,1,1,1,1,,0,,0.28,14,14,14,14,2014-12-23
File,AllTypes.java,1,1,1,1,3,0,3,0,,,,1,0,0,,16,16,8,16,,0,0,0,16,,96,20,61,28,16,15,,,27,44,28,16,,,,,1,1,1,1,,0,,0.25,16,16,16,16,2014-12-23
File,AllTypesRealmProxy.java,2,2,2,1,9,0,9,0,,,,1,3,0,,20,17,0,20,,0,0,0,20,,238,27,211,62,123,0,,,119,161,46,115,,,,,18,18,18,5,,2,,0,46,46,47,24,2014-12-23
File,AnnotationNameConventions.java,1,1,1,1,3,0,3,0,,,,1,0,0,,10,10,5,10,,0,0,0,10,,68,14,39,18,10,15,,,17,28,18,10,,,,,1,1,1,1,,0,,0.38,10,10,10,10,2014-12-23
File,AnnotationTypes.java,1,1,1,1,3,0,3,0,,,,1,0,0,,6,6,3,6,,0,0,0,6,,53,9,29,16,6,15,,,13,20,14,6,,,,,1,1,1,1,,0,,0.52,6,6,6,6,2014-12-23
File,BgReaderThread.java,2,2,2,1,6,0,6,0,,,,1,0,1,,3,3,3,3,,0,0,0,3,,61,12,34,19,15,15,,,20,26,18,8,,,,,3,3,3,1,,2,,0.44,5,5,5,3,2014-12-23
File,BgService.java,2,2,2,1,9,1,8,0,,,,2,0,2,,4,4,2,4,,0,0,1,3,,81,17,49,23,24,15,,,29,37,22,15,,,,,4,4,5,1,,3,,0.31,7,7,8,4,2014-12-23
File,BgSpawningService.java,1,1,1,1,6,0,6,0,,,,1,0,2,,5,5,5,5,,0,1,0,4,,82,16,51,24,26,15,,,31,40,22,18,,,,,2,2,2,1,,1,,0.29,7,7,7,5,2014-12-23
File,BgWriterThread.java,2,2,2,1,7,0,6,0,,,,1,0,1,,3,3,3,3,,0,0,0,3,,64,13,35,19,16,16,,,22,28,18,10,,,,,3,3,4,1,,2,,0.46,5,5,6,3,2014-12-23
File,Booleans.java,1,1,1,1,3,0,3,0,,,,1,0,0,,6,6,3,6,,0,0,0,6,,49,9,25,12,6,15,,,11,18,12,6,,,,,1,1,1,1,,0,,0.6,6,6,6,6,2014-12-23
File,BooleansRealmProxy.java,3,3,3,1,9,0,8,0,,,,1,3,0,,12,9,0,12,,0,0,0,12,,146,19,127,46,71,0,,,75,101,38,63,,,,,10,10,10,5,,2,,0,30,30,31,16,2014-12-23
File,Cat.java,1,1,1,1,3,0,3,0,,,,1,0,0,,3,3,1,3,,0,0,0,3,,38,6,17,8,5,15,,,6,10,7,3,,,,,1,1,1,1,,0,,0.88,3,3,3,3,2014-12-23
File,Cat.java,1,1,1,1,3,0,3,0,,,,1,0,0,,2,2,1,2,,0,0,0,2,,32,6,11,6,2,15,,,5,8,6,2,,,,,1,1,1,1,,0,,1.36,2,2,2,2,2014-12-23
File,Cat.java,1,1,1,1,3,0,3,0,,,,1,0,0,,2,2,1,2,,0,0,0,2,,31,5,11,6,2,15,,,5,8,6,2,,,,,1,1,1,1,,0,,1.36,2,2,2,2,2014-12-23
File,Cat.java,1,1,1,1,3,0,3,0,,,,1,0,0,,14,14,7,14,,0,0,0,14,,88,19,54,25,14,15,,,24,39,25,14,,,,,1,1,1,1,,0,,0.28,14,14,14,14,2014-12-23
File,City.java,1,1,1,1,3,0,3,0,,,,1,0,0,,4,4,2,4,,0,0,0,4,,42,9,18,9,4,15,,,8,13,9,4,,,,,1,1,1,1,,0,,0.83,4,4,4,4,2014-12-23
File,CityAdapter.java,2,2,2,1,5,0,5,0,,,,1,0,1,,6,6,2,6,,0,0,0,6,,86,18,49,23,18,19,,,23,34,19,15,,,,,3,3,3,1,,1,,0.39,10,10,11,6,2014-12-23
