Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Date
Package,(Unnamed_Package),0,0,0,0,0,0,0,0,,,,0,0,0,5,,0,0,0,,0,0,0,0,,645,204,0,0,0,441,,,0,0,0,0,,,,,0,0,0,0,,0,,0,0,0,0,0,2014-09-30
File,AllColumns.java,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,,0,0,0,0,,101,23,0,0,0,78,,,0,0,0,0,,,,,0,0,0,0,,0,,0,0,0,0,0,2014-09-30
File,AllTypes.java,1,1,1,1,3,0,3,0,,,,1,0,0,,16,16,8,16,,0,0,0,16,,97,21,61,28,16,15,,,27,44,28,16,,,,,1,1,1,1,,0,,0.25,16,16,16,16,2014-09-30
File,BgReaderThread.java,2,2,2,1,6,0,6,0,,,,1,0,1,,3,3,3,3,,0,0,0,3,,61,12,34,19,15,15,,,20,26,18,8,,,,,3,3,3,1,,2,,0.44,5,5,5,3,2014-09-30
File,BgService.java,2,2,2,1,9,1,8,0,,,,2,0,2,,4,4,2,4,,0,0,1,3,,81,17,49,23,24,15,,,29,37,22,15,,,,,4,4,5,1,,3,,0.31,7,7,8,4,2014-09-30
File,BgSpawningService.java,1,1,1,1,6,0,6,0,,,,1,0,2,,5,5,5,5,,0,1,0,4,,82,16,51,24,26,15,,,31,40,22,18,,,,,2,2,2,1,,1,,0.29,7,7,7,5,2014-09-30
File,BgWriterThread.java,2,2,2,1,7,0,6,0,,,,1,0,1,,3,3,3,3,,0,0,0,3,,64,13,35,19,16,16,,,22,28,18,10,,,,,3,3,4,1,,2,,0.46,5,5,6,3,2014-09-30
File,Cat.java,1,1,1,1,3,0,3,0,,,,1,0,0,,2,2,1,2,,0,0,0,2,,31,5,11,6,2,15,,,5,8,6,2,,,,,1,1,1,1,,0,,1.36,2,2,2,2,2014-09-30
File,Cat.java,1,1,1,1,3,0,3,0,,,,1,0,0,,3,3,1,3,,0,0,0,3,,38,6,17,8,5,15,,,6,10,7,3,,,,,1,1,1,1,,0,,0.88,3,3,3,3,2014-09-30
File,City.java,1,1,1,1,3,0,3,0,,,,1,0,0,,4,4,2,4,,0,0,0,4,,41,8,18,9,4,15,,,8,13,9,4,,,,,1,1,1,1,,0,,0.83,4,4,4,4,2014-09-30
File,CityAdapter.java,2,2,2,1,5,0,5,0,,,,1,0,1,,6,6,2,6,,0,0,0,6,,80,16,49,23,18,15,,,23,34,19,15,,,,,3,3,3,1,,1,,0.31,10,10,11,6,2014-09-30
File,CityLoader.java,2,2,2,1,12,2,9,0,,,,2,0,1,,5,5,3,5,,0,0,0,5,,111,24,66,29,36,21,,,41,52,28,24,,,,,3,3,3,1,,1,,0.32,9,9,9,5,2014-09-30
File,CodeGenTest.java,0,0,0,0,0,0,0,0,,,,2,0,0,,0,0,2,0,,0,0,0,0,,16,4,9,7,0,4,,,4,6,6,0,,,,,0,0,0,0,,0,,0.44,0,0,0,0,2014-09-30
File,ColumnType.java,4,2,9,2,6,0,6,0,,,,1,1,1,,4,5,13,6,,1,1,0,4,,94,12,62,24,31,20,,,25,33,13,20,,,,,10,3,28,3,,2,,0.32,17,9,36,8,2014-09-30
File,ColumnTypeData.java,1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,1,1,,0,0,0,1,,27,4,8,5,1,15,,,4,6,5,1,,,,,1,1,1,1,,0,,1.88,1,1,1,1,2014-09-30
File,Context.java,2,2,2,1,8,0,8,0,,,,1,0,0,,8,8,5,8,,0,0,1,7,,111,17,74,17,39,20,,,28,51,21,30,,,,,5,5,5,1,,1,,0.27,16,16,17,8,2014-09-30
File,DataProviderUtil.java,1,1,1,1,4,0,4,0,,,,1,1,0,,1,0,0,1,,0,0,0,1,,15,5,10,7,2,0,,,6,8,7,1,,,,,1,1,1,1,,0,,0,1,1,1,1,2014-09-30
File,DefineTable.java,1,1,1,1,1,0,1,0,,,,1,0,0,,4,4,0,4,,4,0,0,0,,41,8,13,12,0,20,,,9,10,10,0,,,,,1,1,1,1,,0,,1.54,4,4,4,4,2014-09-30
File,Dog.java,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,,0,0,0,0,,47,10,0,0,0,37,,,0,0,0,0,,,,,0,0,0,0,,0,,0,0,0,0,0,2014-09-30
File,Dog.java,1,1,1,1,3,0,3,0,,,,1,0,0,,2,2,1,2,,0,0,0,2,,33,7,11,6,2,15,,,5,8,6,2,,,,,1,1,1,1,,0,,1.36,2,2,2,2,2014-09-30
File,Dog.java,1,1,1,1,3,0,3,0,,,,1,0,0,,3,3,1,3,,0,0,0,3,,38,6,17,8,5,15,,,6,10,7,3,,,,,1,1,1,1,,0,,0.88,3,3,3,3,2014-09-30
File,Dog.java,1,1,1,1,3,0,3,0,,,,1,0,0,,2,2,1,2,,0,0,0,2,,31,5,11,6,2,15,,,5,8,6,2,,,,,1,1,1,1,,0,,1.36,2,2,2,2,2014-09-30
File,EmployeeData.java,5,2,5,1,16,0,16,0,,,,1,0,0,,2,2,8,2,,0,0,0,2,,53,7,46,15,27,0,,,29,33,15,18,,,,,9,2,9,1,,1,,0,10,3,10,2,2014-09-30
File,EmployeesFixture.java,2,2,2,1,9,2,7,0,,,,1,1,2,,1,0,0,1,,0,0,0,1,,27,8,19,13,10,0,,,9,12,8,4,,,,,2,2,2,1,,1,,0,2,2,2,1,2014-09-30
File,ExtraTests.java,2,2,2,1,8,0,7,0,,,,4,2,1,,11,9,3,11,,0,2,2,7,,123,19,104,34,53,0,,,49,76,36,40,,,,,7,7,8,1,,3,,0,23,23,25,11,2014-09-30
File,Group.java,1,1,1,1,4,0,3,0,,,,2,2,0,,41,41,7,43,,1,4,17,21,,320,58,187,62,93,76,,,95,139,56,83,,,,,5,5,6,4,,2,,0.41,45,45,47,30,2014-09-30
File,IOException.java,1,1,1,1,2,0,2,0,,,,1,0,0,,4,4,0,4,,0,0,0,4,,37,7,15,7,3,15,,,4,9,6,3,,,,,1,1,1,1,,0,,1,4,4,4,4,2014-09-30
File,Ignore.java,0,0,0,0,0,0,0,0,,,,1,0,0,,0,0,0,0,,0,0,0,0,,21,3,3,2,0,15,,,1,2,2,0,,,,,0,0,0,0,,0,,5,0,0,0,0,2014-09-30
File,IllegalMixedTypeException.java,1,1,1,1,2,0,2,0,,,,1,0,0,,4,4,0,4,,0,0,0,4,,37,7,15,7,3,15,,,4,9,6,3,,,,,1,1,1,1,,0,,1,4,4,4,4,2014-09-30
File,ImplicitTransaction.java,1,1,1,1,3,0,3,0,,,,1,0,0,,6,6,1,6,,0,0,1,5,,48,10,23,9,8,16,,,10,17,9,8,,,,,1,1,1,1,,0,,0.7,6,6,6,6,2014-09-30
File,JNIBinaryTypeTest.java,1,1,1,1,5,0,4,1,,,,1,0,0,,2,2,2,2,,0,0,0,2,,26,8,16,9,5,2,,,8,11,7,4,,,,,1,1,1,1,,0,,0.13,2,2,2,2,2014-09-30
File,JNICloseTest.java,3,3,3,1,20,3,16,1,,,,1,0,0,,5,5,0,5,,0,0,0,5,,170,32,89,30,65,49,,,69,88,32,56,,,,,6,6,6,1,,2,,0.55,17,17,17,5,2014-09-30
File,JNIColumnInfoTest.java,1,1,1,1,9,3,6,0,,,,1,0,0,,3,3,1,3,,0,0,0,3,,42,18,24,9,12,0,,,15,19,8,11,,,,,1,1,1,1,,0,,0,3,3,3,3,2014-09-30
File,JNIDistinctTest.java,2,2,2,1,11,0,10,0,,,,1,0,0,,5,5,1,5,,1,0,0,4,,73,12,59,15,40,2,,,37,46,14,32,,,,,2,2,2,1,,1,,0.03,8,8,8,5,2014-09-30
File,JNIGarbageCollectorQueryTest.java,2,2,2,1,10,1,9,0,,,,1,0,0,,4,4,1,4,,0,0,0,4,,59,14,44,18,25,1,,,34,43,22,21,,,,,2,2,2,1,,1,,0.02,8,8,8,4,2014-09-30
File,JNIGarbageCollectorSubtableSchemaTest.java,2,2,2,1,14,3,10,0,,,,1,0,0,,4,4,1,4,,0,0,0,4,,76,25,49,15,30,4,,,39,48,19,29,,,,,2,2,2,1,,1,,0.08,8,8,8,4,2014-09-30
File,JNIGarbageCollectorTableTest.java,2,2,2,1,14,3,10,0,,,,1,0,0,,4,4,1,4,,0,0,0,4,,76,25,50,15,31,2,,,40,49,19,30,,,,,2,2,2,1,,1,,0.04,8,8,8,4,2014-09-30
File,JNIGarbageCollectorTableViewTest.java,2,2,2,1,10,1,9,0,,,,1,0,0,,4,4,1,4,,0,0,0,4,,59,14,44,18,25,2,,,34,43,22,21,,,,,2,2,2,1,,1,,0.05,8,8,8,4,2014-09-30
File,JNIImplicitTransactionsTest.java,3,3,3,1,17,4,12,0,,,,1,0,0,,3,3,1,3,,0,1,1,1,,67,21,45,17,26,1,,,25,35,17,18,,,,,4,4,4,1,,3,,0.02,8,8,8,3,2014-09-30
File,JNILinkTest.java,1,1,1,1,40,18,22,0,,,,1,0,0,,2,2,0,2,,0,0,0,2,,89,41,48,14,40,0,,,42,45,14,31,,,,,1,1,1,1,,0,,0,2,2,2,2,2014-09-30
File,JNIMixedSubtableTest.java,4,4,4,1,37,7,21,9,,,,1,0,0,,3,3,0,3,,0,0,0,3,,124,28,68,28,55,28,,,68,82,28,54,,,,,10,10,10,1,,1,,0.41,13,13,13,3,2014-09-30
File,JNIMixedTypeTest.java,5,4,5,1,20,2,18,0,,,,1,2,1,,7,5,0,7,,0,1,0,6,,187,27,141,27,98,19,,,79,105,33,72,,,,,17,11,17,1,,3,,0.13,32,26,32,7,2014-09-30
File,JNIParameterizedTestExample.java,1,1,1,1,5,0,5,0,,,,1,2,0,,4,2,3,4,,0,0,0,4,,60,11,30,14,12,19,,,16,21,14,7,,,,,1,1,1,1,,0,,0.63,4,4,4,4,2014-09-30
File,JNIQueryTest.java,13,13,13,1,29,5,21,3,,,,1,0,0,,23,23,1,23,,1,0,0,22,,744,169,496,76,433,90,,,708,1016,81,935,,,,,100,100,100,1,,3,,0.18,307,307,307,23,2014-09-30
File,JNIRowTest.java,1,1,1,1,33,10,23,0,,,,1,0,0,,2,2,0,2,,0,0,0,2,,79,27,52,14,42,0,,,46,49,14,35,,,,,1,1,1,1,,0,,0,2,2,2,2,2014-09-30
File,JNISortedLongTest.java,1,1,1,1,22,5,14,2,,,,1,0,0,,2,2,2,2,,1,0,0,1,,56,16,35,7,25,5,,,29,32,7,25,,,,,1,1,1,1,,0,,0.14,2,2,2,2,2014-09-30
File,JNISubtableTest.java,2,2,2,1,24,5,17,1,,,,1,0,0,,10,10,0,10,,0,0,0,10,,267,65,182,49,151,20,,,139,157,49,108,,,,,4,4,4,1,,1,,0.11,17,17,17,10,2014-09-30
File,JNITableInsertTest.java,3,3,3,1,23,3,18,2,,,,1,2,1,,12,10,2,12,,0,0,0,12,,335,61,238,57,182,40,,,155,189,59,130,,,,,12,12,12,1,,4,,0.17,33,33,33,12,2014-09-30
File,JNITableSpecTest.java,2,2,2,1,14,1,12,0,,,,1,2,0,,11,9,4,11,,0,0,0,11,,201,31,148,35,114,22,,,117,137,41,96,,,,,5,5,5,1,,1,,0.15,19,19,19,11,2014-09-30
File,JNITableTest.java,3,3,3,1,17,3,12,1,,,,1,0,0,,26,26,1,26,,1,1,0,24,,496,126,341,77,275,43,,,332,419,76,343,,,,,28,28,28,1,,3,,0.13,87,87,87,26,2014-09-30
File,JNITestSuite.java,3,3,4,2,13,1,12,0,,,,1,0,0,,6,6,0,6,,0,5,0,1,,125,18,92,37,52,15,,,50,70,35,35,,,,,9,9,9,6,,3,,0.16,19,19,22,13,2014-09-30
File,JNITransactions.java,4,4,4,1,14,1,13,0,,,,1,0,0,,15,15,1,15,,0,1,4,10,,284,50,208,59,149,31,,,196,257,59,198,,,,,32,32,32,1,,3,,0.15,56,56,56,15,2014-09-30
File,JNIViewTest.java,4,4,4,1,17,2,13,1,,,,1,0,0,,24,24,5,24,,2,0,0,22,,468,107,336,86,272,26,,,331,416,83,333,,,,,28,28,28,1,,2,,0.08,84,84,84,24,2014-09-30
File,JNI_nativeTests.java,4,4,4,1,14,1,13,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,21,4,17,5,9,0,,,7,12,6,6,,,,,4,4,4,1,,2,,0,4,4,4,1,2014-09-30
File,KillableThread.java,1,1,1,1,1,0,1,0,,,,1,0,0,,1,1,0,1,,0,0,0,1,,23,4,4,3,0,15,,,2,3,3,0,,,,,1,1,1,1,,0,,3.75,1,1,1,1,2014-09-30
File,LinkView.java,1,1,1,1,1,0,1,0,,,,1,1,0,,22,21,4,22,,0,10,1,11,,85,15,55,29,15,15,,,31,43,29,14,,,,,1,1,1,1,,0,,0.27,11,11,11,11,2014-09-30
File,LooperThread.java,3,3,3,1,10,0,10,0,,,,2,1,3,,4,3,1,4,,0,1,0,3,,73,10,42,15,18,21,,,16,29,16,13,,,,,5,5,5,1,,4,,0.5,10,10,10,4,2014-09-30
File,Migration.java,7,7,7,2,50,5,28,17,,,,1,0,0,,2,2,0,2,,0,1,0,1,,136,16,65,21,41,55,,,41,56,24,32,,,,,11,11,11,3,,3,,0.85,14,14,14,4,2014-09-30
File,Mixed.java,3,3,3,3,8,0,8,0,,,,1,1,2,,24,23,1,24,,0,0,1,23,,267,30,220,37,143,18,,,94,164,39,125,,,,,15,15,15,15,,3,,0.08,78,70,80,68,2014-09-30
File,MixedData.java,1,1,1,1,3,0,3,0,,,,1,0,0,,2,2,2,2,,0,0,0,2,,21,7,14,8,3,0,,,7,10,7,3,,,,,1,1,1,1,,0,,0,2,2,2,2,2014-09-30
File,OutOfMemoryError.java,1,1,1,1,3,0,3,0,,,,1,0,0,,4,4,0,4,,0,0,0,4,,44,7,16,7,4,21,,,5,10,6,4,,,,,1,1,1,1,,0,,1.31,4,4,4,4,2014-09-30
