Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Date
Package,(Unnamed_Package),0,0,0,0,0,0,0,0,,,,0,0,0,5,,0,0,0,,0,0,0,0,,645,204,0,0,0,441,,,0,0,0,0,,,,,0,0,0,0,,0,,0,0,0,0,0,2015-01-06
File,AdapterExampleActivity.java,1,1,1,1,8,0,8,0,,,,2,0,0,,5,5,1,5,,0,0,2,3,,81,11,55,26,27,16,,,35,42,23,19,,,,,2,2,2,1,,1,,0.29,6,6,6,5,2015-01-06
File,AddPersonJob.java,1,1,1,1,5,0,4,0,,,,1,0,1,,7,7,3,7,,0,2,2,3,,88,18,50,28,19,20,,,29,38,24,14,,,,,2,2,2,1,,1,,0.4,8,8,8,7,2015-01-06
File,AllColumns.java,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,,0,0,0,0,,101,23,0,0,0,78,,,0,0,0,0,,,,,0,0,0,0,,0,,0,0,0,0,0,2015-01-06
File,AllTypes.java,1,1,1,1,3,0,3,0,,,,1,0,0,,14,14,7,14,,0,0,0,14,,87,18,54,25,14,15,,,24,39,25,14,,,,,1,1,1,1,,0,,0.28,14,14,14,14,2015-01-06
File,AllTypes.java,1,1,1,1,3,0,3,0,,,,1,0,0,,18,18,9,18,,0,0,0,18,,106,22,69,32,18,15,,,31,50,32,18,,,,,1,1,1,1,,0,,0.22,18,18,18,18,2015-01-06
File,AllTypesRealmProxy.java,3,3,3,1,11,0,11,0,,,,1,3,0,,22,19,0,22,,2,0,0,20,,308,30,278,74,168,0,,,147,210,56,154,,,,,18,18,18,6,,4,,0,67,67,75,27,2015-01-06
File,AnnotationNameConventions.java,1,1,1,1,3,0,3,0,,,,1,0,0,,10,10,5,10,,0,0,0,10,,68,14,39,18,10,15,,,17,28,18,10,,,,,1,1,1,1,,0,,0.38,10,10,10,10,2015-01-06
File,AnnotationTypes.java,1,1,1,1,3,0,3,0,,,,1,0,0,,6,6,3,6,,0,0,0,6,,55,11,29,16,6,15,,,13,20,14,6,,,,,1,1,1,1,,0,,0.52,6,6,6,6,2015-01-06
File,AsyncTaskFragment.java,2,2,2,1,10,0,9,0,,,,3,0,2,,7,7,3,7,,0,1,4,2,,129,18,83,36,42,28,,,53,66,33,33,,,,,4,4,4,3,,2,,0.34,11,11,11,9,2015-01-06
File,BgReaderThread.java,2,2,2,1,6,0,6,0,,,,1,0,1,,3,3,3,3,,0,0,0,3,,60,12,33,18,15,15,,,19,25,17,8,,,,,3,3,3,1,,2,,0.45,5,5,5,3,2015-01-06
File,BgService.java,2,2,2,1,9,1,8,0,,,,2,0,2,,4,4,2,4,,0,0,1,3,,78,16,47,21,24,15,,,27,35,20,15,,,,,4,4,5,1,,3,,0.32,7,7,8,4,2015-01-06
File,BgSpawningService.java,1,1,1,1,6,0,6,0,,,,1,0,2,,5,5,5,5,,0,1,0,4,,82,16,51,24,26,15,,,31,40,22,18,,,,,2,2,2,1,,1,,0.29,7,7,7,5,2015-01-06
File,BgWriterThread.java,2,2,2,1,7,0,6,0,,,,1,0,1,,3,3,3,3,,0,0,0,3,,61,12,33,17,16,16,,,20,26,16,10,,,,,3,3,4,1,,2,,0.48,5,5,6,3,2015-01-06
File,Booleans.java,1,1,1,1,3,0,3,0,,,,1,0,0,,6,6,3,6,,0,0,0,6,,49,9,25,12,6,15,,,11,18,12,6,,,,,1,1,1,1,,0,,0.6,6,6,6,6,2015-01-06
File,BooleansRealmProxy.java,3,3,3,1,10,0,9,0,,,,1,3,0,,14,11,0,14,,2,0,0,12,,183,22,161,55,90,0,,,90,126,45,81,,,,,10,10,10,6,,2,,0,40,40,44,19,2015-01-06
File,Cat.java,1,1,1,1,3,0,3,0,,,,1,0,0,,2,2,1,2,,0,0,0,2,,31,5,11,6,2,15,,,5,8,6,2,,,,,1,1,1,1,,0,,1.36,2,2,2,2,2015-01-06
File,Cat.java,1,1,1,1,3,0,3,0,,,,1,0,0,,14,14,7,14,,0,0,0,14,,88,19,54,25,14,15,,,24,39,25,14,,,,,1,1,1,1,,0,,0.28,14,14,14,14,2015-01-06
File,Cat.java,1,1,1,1,3,0,3,0,,,,1,0,0,,3,3,1,3,,0,0,0,3,,38,6,17,8,5,15,,,6,10,7,3,,,,,1,1,1,1,,0,,0.88,3,3,3,3,2015-01-06
File,City.java,1,1,1,1,3,0,3,0,,,,1,0,0,,4,4,2,4,,0,0,0,4,,42,9,18,9,4,15,,,8,13,9,4,,,,,1,1,1,1,,0,,0.83,4,4,4,4,2015-01-06
File,City.java,1,1,1,1,3,0,3,0,,,,1,0,0,,4,4,2,4,,0,0,0,4,,42,9,18,9,4,15,,,8,13,9,4,,,,,1,1,1,1,,0,,0.83,4,4,4,4,2015-01-06
File,CityAdapter.java,2,2,2,1,5,0,5,0,,,,1,0,1,,6,6,2,6,,0,0,0,6,,86,18,49,23,18,19,,,23,34,19,15,,,,,3,3,3,1,,1,,0.39,10,10,11,6,2015-01-06
File,CityAdapter.java,2,2,2,1,5,0,5,0,,,,1,0,1,,6,6,2,6,,0,0,0,6,,86,18,49,23,18,19,,,23,34,19,15,,,,,3,3,3,1,,1,,0.39,10,10,11,6,2015-01-06
File,CodeGenTest.java,0,0,0,0,0,0,0,0,,,,2,0,0,,0,0,2,0,,0,0,0,0,,16,4,9,7,0,4,,,4,6,6,0,,,,,0,0,0,0,,0,,0.44,0,0,0,0,2015-01-06
File,ColumnType.java,4,2,9,2,6,0,6,0,,,,1,1,1,,4,5,13,6,,1,1,0,4,,94,12,62,24,31,20,,,25,33,13,20,,,,,10,3,28,3,,2,,0.32,17,9,36,8,2015-01-06
File,ColumnTypeData.java,1,1,1,1,3,0,3,0,,,,1,0,0,,1,1,1,1,,0,0,0,1,,27,4,8,5,1,15,,,4,6,5,1,,,,,1,1,1,1,,0,,1.88,1,1,1,1,2015-01-06
File,Context.java,2,2,2,1,8,0,8,0,,,,1,0,0,,8,8,5,8,,0,0,1,7,,111,17,74,17,39,20,,,28,51,21,30,,,,,5,5,5,1,,1,,0.27,16,16,17,8,2015-01-06
File,CyclicType.java,1,1,1,1,3,0,3,0,,,,1,0,0,,6,6,3,6,,0,0,0,6,,35,9,26,13,6,0,,,12,19,13,6,,,,,1,1,1,1,,0,,0,6,6,6,6,2015-01-06
File,DataProviderUtil.java,1,1,1,1,4,0,4,0,,,,1,1,0,,1,0,0,1,,0,0,0,1,,15,5,10,7,2,0,,,6,8,7,1,,,,,1,1,1,1,,0,,0,1,1,1,1,2015-01-06
File,DefineTable.java,1,1,1,1,1,0,1,0,,,,1,0,0,,4,4,0,4,,4,0,0,0,,41,8,13,12,0,20,,,9,10,10,0,,,,,1,1,1,1,,0,,1.54,4,4,4,4,2015-01-06
File,Dog.java,1,1,1,1,3,0,3,0,,,,1,0,0,,2,2,1,2,,0,0,0,2,,31,5,11,6,2,15,,,5,8,6,2,,,,,1,1,1,1,,0,,1.36,2,2,2,2,2015-01-06
File,Dog.java,0,0,0,0,0,0,0,0,,,,0,0,0,,0,0,0,0,,0,0,0,0,,47,10,0,0,0,37,,,0,0,0,0,,,,,0,0,0,0,,0,,0,0,0,0,0,2015-01-06
File,Dog.java,1,1,1,1,3,0,3,0,,,,1,0,0,,14,14,7,14,,0,0,0,14,,91,20,56,27,14,15,,,25,40,26,14,,,,,1,1,1,1,,0,,0.27,14,14,14,14,2015-01-06
File,Dog.java,1,1,1,1,3,0,3,0,,,,1,0,0,,3,3,1,3,,0,0,0,3,,38,6,17,8,5,15,,,6,10,7,3,,,,,1,1,1,1,,0,,0.88,3,3,3,3,2015-01-06
File,Dot.java,1,1,1,1,3,0,3,0,,,,1,0,0,,8,8,4,8,,0,0,0,8,,59,12,32,15,8,15,,,14,23,15,8,,,,,1,1,1,1,,0,,0.47,8,8,8,8,2015-01-06
