ID,PercentLackOfCohesion,CountLineCode,SumCyclomatic,CountDeclMethodAll,Date
1,61,132,34,31,2003-07-01
2,63,135,35,32,2003-10-01
3,63,135,35,32,2004-01-01
4,64,200,50,35,2004-04-01
5,64,200,50,35,2004-07-01
6,64,200,50,35,2004-10-01
7,61,132,34,31,2003-04-01
8,68,227,54,35,2006-01-01
9,60,216,54,35,2005-01-01
10,60,217,54,35,2005-04-01
11,68,226,54,35,2005-07-01
12,68,227,54,35,2005-10-01
13,68,227,54,35,2006-04-01
14,67,253,62,35,2008-04-01
15,67,252,62,35,2008-07-01
16,67,252,62,35,2008-10-01
17,68,227,54,35,2006-07-01
18,68,227,54,35,2006-10-01
19,67,232,56,35,2007-01-01
20,67,232,56,35,2007-04-01
21,67,235,57,35,2007-07-01
22,67,235,57,35,2007-10-01
23,67,253,62,35,2008-01-01
