ID,PercentLackOfCohesion,CountLineCode,SumCyclomatic,CountDeclMethodAll,Date
1,70,43,11,16,2003-07-01
2,65,43,11,16,2003-10-01
3,65,43,11,16,2004-01-01
4,56,67,17,17,2004-04-01
5,56,67,17,17,2004-07-01
6,56,67,17,17,2004-10-01
7,63,72,17,17,2006-01-01
8,56,67,17,17,2005-01-01
9,56,71,17,17,2005-04-01
10,63,72,17,17,2005-07-01
11,63,72,17,17,2005-10-01
12,63,72,17,17,2006-04-01
13,69,71,18,18,2008-04-01
14,69,71,18,18,2008-07-01
15,69,71,18,18,2008-10-01
16,63,72,17,17,2006-07-01
17,63,72,17,17,2006-10-01
18,63,69,17,17,2007-01-01
19,69,71,18,18,2007-04-01
20,69,71,18,18,2007-07-01
21,69,71,18,18,2007-10-01
22,69,71,18,18,2008-01-01
