ID,PercentLackOfCohesion,CountLineCode,SumCyclomatic,CountDeclMethodAll,Date
1,77,142,16,21,2003-07-01
2,81,205,18,23,2003-10-01
3,81,215,20,23,2004-01-01
4,81,216,20,23,2004-04-01
5,84,234,22,25,2004-07-01
6,86,251,24,27,2004-10-01
7,75,111,15,20,2003-04-01
8,87,293,26,28,2006-01-01
9,87,265,26,28,2005-01-01
10,87,265,26,28,2005-04-01
11,87,293,26,28,2005-07-01
12,87,293,26,28,2005-10-01
13,87,293,26,28,2006-04-01
14,90,534,52,38,2008-04-01
15,90,534,52,38,2008-07-01
16,90,534,52,38,2008-10-01
17,90,399,41,32,2006-07-01
18,88,466,45,34,2006-10-01
19,88,466,45,34,2007-01-01
20,88,466,45,34,2007-07-01
21,89,488,46,35,2007-10-01
22,90,521,50,37,2008-01-01
