ID,PercentLackOfCohesion,CountLineCode,SumCyclomatic,CountDeclMethodAll,Date
1,0,20,2,14,2003-07
2,0,20,2,14,2003-10
3,0,20,2,14,2004-01
4,0,27,2,14,2004-04
5,0,34,2,14,2004-07
6,0,36,2,14,2004-10
7,0,29,2,14,2003-04
8,0,42,3,15,2006-01
9,0,36,2,14,2005-01
10,0,39,3,15,2005-04
11,0,41,3,15,2005-07
12,0,42,3,15,2005-10
13,0,42,3,15,2006-04
14,0,47,3,15,2008-04
15,0,47,3,15,2008-07
16,0,47,3,15,2008-10
17,0,42,3,15,2006-07
18,0,42,3,15,2006-10
19,0,42,3,15,2007-01
20,0,43,3,15,2007-07
21,0,47,3,15,2007-10
22,0,47,3,15,2008-01
