ID,PercentLackOfCohesion,CountLineCode,SumCyclomatic,CountDeclMethodAll,Date
1,57,116,26,41,2003-07
2,59,125,28,43,2003-10
3,59,125,28,43,2004-01
4,59,125,28,43,2004-04
5,59,129,29,43,2004-07
6,59,129,29,43,2004-10
7,57,116,26,40,2003-04
8,67,133,29,45,2006-01
9,59,129,29,45,2005-01
10,59,129,29,45,2005-04
11,67,133,29,45,2005-07
12,67,133,29,45,2005-10
13,67,133,29,45,2006-04
14,75,177,38,49,2008-04
15,75,177,38,49,2008-07
16,75,177,38,49,2008-10
17,67,133,29,45,2006-07
18,75,177,38,49,2006-10
19,75,177,38,49,2007-01
20,75,177,38,49,2007-04
21,75,177,38,49,2007-07
22,75,177,38,49,2007-10
23,75,177,38,49,2008-01
