ID,PercentLackOfCohesion,CountLineCode,SumCyclomatic,CountDeclMethodAll,Date
1,55,166,33,191,2003-07
2,61,222,47,211,2003-10
3,61,222,47,212,2004-01
4,61,223,47,213,2004-04
5,63,234,49,217,2004-07
6,65,260,56,218,2004-10
7,75,304,65,237,2006-01
8,69,290,65,223,2005-01
9,69,304,66,224,2005-04
10,75,304,65,236,2005-07
11,75,304,65,237,2005-10
12,75,304,65,237,2006-04
13,78,327,73,272,2008-04
14,78,327,73,291,2008-07
15,78,327,73,294,2008-10
16,75,304,65,240,2006-07
17,76,298,66,245,2006-10
18,76,298,66,245,2007-01
19,76,298,66,247,2007-04
20,76,318,70,251,2007-07
21,76,318,70,262,2007-10
22,76,318,70,262,2008-01
