ID,PercentLackOfCohesion,CountLineCode,SumCyclomatic,CountDeclMethodAll,Date
1,0,23,2,14,2003-07
2,0,23,2,14,2003-10
3,0,23,2,14,2004-01
4,0,26,2,14,2004-04
5,0,26,2,14,2004-07
6,0,28,2,14,2004-10
7,0,22,2,14,2003-04
8,0,33,3,15,2006-01
9,0,29,2,14,2005-01
10,0,32,3,15,2005-04
11,0,33,3,15,2005-07
12,0,33,3,15,2005-10
13,0,33,3,15,2006-04
14,0,33,3,15,2008-04
15,0,33,3,15,2008-07
16,0,33,3,15,2008-10
17,0,33,3,15,2006-07
18,0,33,3,15,2006-10
19,0,33,3,15,2007-01
20,0,33,3,15,2007-07
21,0,33,3,15,2007-10
22,0,33,3,15,2008-01
