ID,PercentLackOfCohesion,CountLineCode,SumCyclomatic,CountDeclMethodAll,Date
1,55,158,32,191,2003-07
2,61,223,48,211,2003-10
3,61,223,48,212,2004-01
4,61,224,48,213,2004-04
5,63,233,50,217,2004-07
6,67,258,58,219,2004-10
7,73,276,60,235,2006-01
8,67,264,60,221,2005-01
9,67,281,61,222,2005-04
10,73,276,60,234,2005-07
11,73,276,60,235,2005-10
12,73,276,60,235,2006-04
13,73,272,61,267,2008-04
14,73,272,61,286,2008-07
15,73,272,61,289,2008-10
16,73,276,60,238,2006-07
17,73,270,60,242,2006-10
18,73,270,60,242,2007-01
19,73,270,60,244,2007-04
20,73,270,60,248,2007-07
21,73,270,60,259,2007-10
22,73,270,60,259,2008-01
