ID,PercentLackOfCohesion,CountLineCode,SumCyclomatic,CountDeclMethodAll,Date
1,72,56,10,21,2003-07
2,75,64,11,22,2003-10
3,75,64,11,22,2004-01
4,75,64,11,22,2004-04
5,79,99,13,24,2004-07
6,79,99,13,24,2004-10
7,72,56,10,21,2003-04
8,80,120,14,25,2006-01
9,79,104,13,24,2005-01
10,80,108,14,25,2005-04
11,80,120,14,25,2005-07
12,80,120,14,25,2005-10
13,80,120,14,25,2006-04
14,90,291,31,38,2008-04
15,90,291,31,38,2008-07
16,90,291,31,38,2008-10
17,83,127,16,27,2006-07
18,90,227,30,37,2006-10
19,90,227,30,37,2007-01
20,90,227,30,37,2007-07
21,90,263,31,38,2007-10
22,90,291,31,38,2008-01
