ID,PercentLackOfCohesion,CountLineCode,SumCyclomatic,CountDeclMethodAll,Date
1,0,37,7,18,2003-07
2,0,45,8,19,2003-10
3,0,45,8,19,2004-01
4,0,45,8,19,2004-04
5,0,47,8,19,2004-07
6,0,47,8,19,2004-10
7,0,37,7,18,2003-04
8,0,100,10,21,2006-01
9,0,47,8,19,2005-01
10,0,82,10,21,2005-04
11,0,100,10,21,2005-07
12,0,100,10,21,2005-10
13,0,100,10,21,2006-04
14,0,104,11,22,2008-04
15,0,104,11,22,2008-07
16,0,104,11,22,2008-10
17,0,100,10,21,2006-07
18,0,100,10,21,2006-10
19,0,100,10,21,2007-01
20,0,100,10,21,2007-07
21,0,100,10,21,2007-10
22,0,100,10,21,2008-01
