ID,PercentLackOfCohesion,CountLineCode,SumCyclomatic,CountDeclMethodAll,Date
1,50,51,11,19,2003-07
2,50,51,11,19,2003-10
3,50,51,11,19,2004-01
4,43,54,17,20,2004-04
5,43,54,17,20,2004-07
6,43,54,17,20,2004-10
7,50,51,11,19,2003-04
8,62,55,17,20,2006-01
9,43,54,17,20,2005-01
10,43,54,17,20,2005-04
11,62,55,17,20,2005-07
12,62,55,17,20,2005-10
13,62,55,17,20,2006-04
14,66,61,19,21,2008-04
15,66,61,19,21,2008-07
16,66,61,19,21,2008-10
17,62,55,17,20,2006-07
18,62,58,18,20,2006-10
19,62,58,18,20,2007-01
20,62,58,18,20,2007-04
21,62,58,18,20,2007-07
22,62,58,18,20,2007-10
23,62,58,18,20,2008-01
