ID,PercentLackOfCohesion,CountLineCode,SumCyclomatic,CountDeclMethodAll,Date
1,30,37,9,17,2003-07
2,30,37,9,17,2003-10
3,30,37,9,17,2004-01
4,38,49,11,18,2004-04
5,38,49,11,18,2004-07
6,38,49,11,18,2004-10
7,30,37,9,17,2003-04
8,54,54,11,18,2006-01
9,38,49,11,18,2005-01
10,38,53,11,18,2005-04
11,54,54,11,18,2005-07
12,54,54,11,18,2005-10
13,54,54,11,18,2006-04
14,62,67,15,18,2008-04
15,62,67,15,18,2008-07
16,62,67,15,18,2008-10
17,54,54,11,18,2006-07
18,54,54,11,18,2006-10
19,62,64,15,18,2007-01
20,62,64,15,18,2007-04
21,62,66,15,18,2007-07
22,62,67,15,18,2007-10
23,62,67,15,18,2008-01
