ID,PercentLackOfCohesion,CountLineCode,SumCyclomatic,CountDeclMethodAll,Date
1,0,62,9,20,2003-07
2,0,70,10,21,2003-10
3,0,70,10,21,2004-01
4,0,70,10,21,2004-04
5,0,80,11,22,2004-07
6,0,80,11,22,2004-10
7,0,62,9,20,2003-04
8,0,84,12,23,2006-01
9,0,80,11,22,2005-01
10,0,84,12,23,2005-04
11,0,84,12,23,2005-07
12,0,84,12,23,2005-10
13,0,84,12,23,2006-04
14,0,197,26,33,2008-04
15,0,197,26,33,2008-07
16,0,197,26,33,2008-10
17,0,84,12,23,2006-07
18,0,189,26,33,2006-10
19,0,189,26,33,2007-01
20,0,189,26,33,2007-07
21,0,197,26,33,2007-10
22,0,197,26,33,2008-01
