ID,PercentLackOfCohesion,CountLineCode,SumCyclomatic,CountDeclMethodAll,Date
1,95,800,165,140,2003-07
2,95,818,169,142,2003-10
3,95,818,169,143,2004-01
4,95,824,171,143,2004-04
5,95,824,171,145,2004-07
6,95,824,171,145,2004-10
7,95,883,180,140,2003-04
8,96,898,174,146,2006-01
9,95,830,173,147,2005-01
10,95,890,172,146,2005-04
11,95,888,171,145,2005-07
12,96,898,174,146,2005-10
13,96,898,174,146,2006-04
14,96,852,174,153,2008-04
15,96,849,174,154,2008-07
16,96,850,174,154,2008-10
17,96,898,174,148,2006-07
18,96,898,174,149,2006-10
19,96,852,174,149,2007-01
20,96,852,174,149,2007-04
21,96,852,174,152,2007-07
22,96,852,174,152,2007-10
23,96,852,174,152,2008-01
