Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Date
File,AbstractBlock.java,2,2,2,1,13,0,6,7,,,,1,0,1,,39,39,7,39,,0,4,10,25,,672,52,263,86,134,357,,,126,189,82,107,,,,,10,10,10,10,,1,,1.36,62,62,62,48,2007-10-01
File,AbstractBlockTests.java,1,1,1,1,23,2,17,3,,,,1,1,0,,5,4,0,5,,0,0,0,5,,187,23,103,33,71,61,,,82,90,32,58,,,,,2,2,2,1,,1,,0.59,7,7,7,5,2007-10-01
File,AbstractCategoryItemLabelGenerator.java,2,2,2,1,17,0,9,7,,,,1,0,1,,12,12,5,12,,0,0,5,7,,315,26,134,44,68,155,,,63,93,36,57,,,,,6,6,6,6,,2,,1.16,29,29,29,17,2007-10-01
File,AbstractCategoryItemRenderer.java,3,3,3,1,25,1,14,9,,,,1,0,1,,52,52,15,52,,0,0,8,44,,1605,143,833,291,502,630,,,376,524,222,302,,,,,19,19,20,15,,4,,0.76,147,147,149,72,2007-10-01
File,AbstractCategoryItemRendererTests.java,2,2,2,1,37,2,28,5,,,,1,1,0,,7,6,0,7,,0,0,0,7,,333,34,216,38,167,83,,,142,159,35,124,,,,,4,4,4,1,,1,,0.38,16,16,16,7,2007-10-01
File,AbstractDataset.java,1,1,1,1,11,0,4,7,,,,1,0,1,,12,12,2,12,,0,2,3,7,,243,22,72,34,26,150,,,36,52,31,21,,,,,3,3,3,1,,2,,2.08,15,15,15,12,2007-10-01
File,AbstractDialLayer.java,1,1,1,1,11,0,5,6,,,,1,0,0,,11,11,2,11,,0,1,2,8,,208,19,67,28,28,122,,,35,51,28,23,,,,,3,3,3,3,,2,,1.82,15,15,15,13,2007-10-01
File,AbstractDialLayerTests.java,1,1,1,1,16,1,10,4,,,,1,1,0,,5,4,0,5,,0,0,0,5,,150,16,68,30,40,66,,,47,55,29,26,,,,,2,2,2,1,,1,,0.97,7,7,7,5,2007-10-01
File,AbstractIntervalXYDataset.java,2,2,2,1,17,0,8,9,,,,1,0,0,,4,4,0,4,,0,0,0,4,,126,8,36,15,20,82,,,17,26,14,12,,,,,2,2,2,1,,1,,2.28,8,8,8,4,2007-10-01
File,AbstractPieItemLabelGenerator.java,3,3,3,2,19,0,10,7,,,,1,0,1,,8,8,3,8,,0,0,3,5,,232,21,99,32,53,112,,,46,69,28,41,,,,,6,6,6,6,,2,,1.13,22,22,22,13,2007-10-01
File,AbstractPieLabelDistributor.java,1,1,1,1,8,0,3,5,,,,1,0,0,,6,6,1,6,,0,0,0,6,,112,11,25,11,7,76,,,11,18,11,7,,,,,2,2,2,1,,1,,3.04,7,7,7,6,2007-10-01
File,AbstractRenderer.java,2,2,2,1,17,0,7,9,,,,1,0,11,,170,170,51,170,,0,2,3,165,,3629,318,1351,316,721,1960,,,560,912,296,616,,,,,46,46,46,46,,2,,1.45,352,352,358,217,2007-10-01
File,AbstractRendererTests.java,1,1,1,1,33,4,23,6,,,,2,1,0,,24,23,1,24,,0,0,0,24,,917,134,593,93,502,195,,,472,502,92,410,,,,,3,3,3,1,,1,,0.33,28,28,28,24,2007-10-01
File,AbstractSeriesDataset.java,1,1,1,1,9,0,3,6,,,,1,0,1,,5,5,0,5,,0,0,1,4,,115,10,25,13,8,80,,,12,18,11,7,,,,,3,3,3,3,,2,,3.2,7,7,7,7,2007-10-01
File,AbstractXYAnnotation.java,2,2,2,2,13,0,6,7,,,,1,0,0,,9,9,2,9,,0,0,2,7,,205,16,74,32,30,115,,,34,51,26,25,,,,,5,5,5,5,,1,,1.55,17,17,17,15,2007-10-01
File,AbstractXYDataset.java,2,2,2,1,13,0,6,7,,,,1,0,0,,3,3,0,3,,0,0,0,3,,99,7,25,12,11,67,,,12,18,11,7,,,,,2,2,2,1,,1,,2.68,5,5,5,3,2007-10-01
File,AbstractXYItemLabelGenerator.java,2,2,2,2,17,0,9,7,,,,1,0,1,,14,14,6,14,,0,0,6,8,,346,35,144,46,72,167,,,63,95,37,58,,,,,8,8,8,8,,2,,1.16,31,31,32,21,2007-10-01
File,AbstractXYItemRenderer.java,3,3,3,1,26,1,16,9,,,,1,0,1,,54,54,14,54,,0,1,7,46,,1742,139,958,331,598,647,,,445,612,256,356,,,,,19,19,20,16,,4,,0.68,168,168,174,77,2007-10-01
File,AbstractXYItemRendererTests.java,1,1,1,1,15,0,10,4,,,,1,1,1,,8,7,0,8,,0,1,0,7,,195,20,96,40,57,79,,,60,72,37,35,,,,,2,2,2,1,,1,,0.82,11,11,11,8,2007-10-01
File,AbstractXYZDataset.java,2,2,2,1,16,0,8,8,,,,1,0,0,,1,1,0,1,,0,0,0,1,,68,4,12,6,5,52,,,5,8,5,3,,,,,2,2,2,1,,1,,4.33,2,2,2,1,2007-10-01
File,AnnotationsPackageTests.java,1,1,1,1,12,0,7,5,,,,1,2,0,,3,1,0,3,,0,0,0,3,,99,8,28,9,16,63,,,20,24,9,15,,,,,1,1,1,1,,0,,2.25,3,3,3,3,2007-10-01
File,ArcDialFrame.java,2,2,2,1,15,0,7,7,,,,1,0,1,,25,25,7,25,,0,2,1,22,,519,45,227,86,131,247,,,131,171,75,96,,,,,10,10,10,10,,1,,1.09,39,39,39,34,2007-10-01
File,ArcDialFrameTests.java,1,1,1,1,22,1,15,5,,,,1,1,0,,6,5,0,6,,0,0,0,6,,203,23,106,36,74,74,,,79,88,35,53,,,,,2,2,2,1,,1,,0.7,8,8,8,6,2007-10-01
File,AreaChartTests.java,1,1,1,1,12,0,8,4,,,,2,2,0,,9,7,2,9,,0,1,1,7,,210,22,103,61,54,85,,,62,74,54,20,,,,,2,2,2,1,,1,,0.83,10,10,10,9,2007-10-01
File,AreaRenderer.java,4,4,4,2,32,2,21,8,,,,1,0,1,,7,7,1,7,,0,0,0,7,,342,34,173,75,106,135,,,97,126,60,66,,,,,14,14,14,4,,3,,0.78,28,28,29,12,2007-10-01
