Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Date
File,AbstractCategoryItemRenderer.java,2,2,2,1,19,1,8,9,,,,1,0,0,,19,19,4,19,,0,0,4,15,,506,64,177,90,84,265,,,91,119,69,50,,,,,4,4,6,1,,2,,1.5,33,33,35,19,2003-04-01
File,AbstractDataset.java,1,1,1,1,9,0,4,5,,,,1,0,0,,9,9,2,9,,0,2,3,4,,172,24,46,19,16,104,,,22,34,20,14,,,,,3,3,3,1,,2,,2.26,11,11,11,9,2003-04-01
File,AbstractRenderer.java,1,1,2,1,13,1,5,6,,,,1,0,5,,54,54,19,54,,0,2,2,50,,907,141,334,126,165,432,,,176,252,121,131,,,,,4,4,20,4,,2,,1.29,75,75,91,57,2003-04-01
File,AbstractSeriesDataset.java,1,1,1,1,7,0,2,5,,,,1,0,0,,4,4,0,4,,0,0,1,3,,89,8,15,10,2,66,,,6,9,7,2,,,,,1,1,1,1,,0,,4.4,4,4,4,4,2003-04-01
File,AbstractTitle.java,2,2,2,1,13,1,5,7,,,,1,2,14,,26,24,6,26,,0,2,6,18,,526,82,176,68,90,268,,,91,130,67,63,,,,,4,4,8,4,,3,,1.52,46,42,50,29,2003-04-01
File,AbstractXYItemRenderer.java,2,2,3,1,20,2,10,7,,,,1,0,0,,15,15,2,15,,0,0,4,11,,401,56,182,95,92,163,,,95,123,71,52,,,,,6,6,10,4,,2,,0.9,35,35,39,18,2003-04-01
File,Annotation.java,0,0,0,0,0,0,0,0,,,,1,0,0,,0,0,0,0,,0,0,0,0,,53,3,3,2,0,47,,,1,2,2,0,,,,,0,0,0,0,,0,,15.67,0,0,0,0,2003-04-01
File,AreaChartDemo.java,1,1,1,1,37,7,22,11,,,,1,1,0,,2,1,0,2,,0,0,0,2,,141,21,60,29,39,67,,,43,46,27,19,,,,,1,1,1,1,,0,,1.12,2,2,2,2,2003-04-01
File,AreaRenderer.java,4,4,4,1,37,4,24,8,,,,1,0,0,,3,3,0,3,,0,0,0,3,,191,22,89,47,49,80,,,51,64,35,29,,,,,10,10,10,1,,4,,0.9,12,12,12,3,2003-04-01
File,AreaRendererTests.java,1,1,1,1,13,1,7,4,,,,1,1,0,,3,2,0,3,,0,0,0,3,,103,13,36,20,15,54,,,24,29,20,9,,,,,2,2,2,1,,1,,1.5,4,4,4,3,2003-04-01
