Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Date
File,AbstractCategoryItemLabelGenerator.java,2,2,2,1,15,0,8,6,,,,1,0,0,,9,9,3,9,,0,0,4,5,,229,23,92,33,47,114,,,47,68,30,38,,,,,3,3,5,3,,1,,1.24,20,20,22,11,2004-10-01
File,AbstractCategoryItemRenderer.java,2,2,3,1,20,1,11,7,,,,1,0,0,,40,40,12,40,,0,1,4,35,,1036,122,516,208,285,398,,,254,348,171,177,,,,,16,16,16,5,,3,,0.77,93,93,101,44,2004-10-01
File,AbstractCategoryItemRendererTests.java,3,3,3,1,32,2,26,3,,,,1,1,0,,3,2,0,3,,0,0,0,3,,157,15,89,16,61,53,,,57,67,16,51,,,,,4,4,4,1,,1,,0.6,9,9,9,3,2004-10-01
File,AbstractDataset.java,1,1,1,1,11,0,4,6,,,,1,0,0,,11,11,2,11,,0,2,3,6,,220,26,67,28,26,130,,,30,45,25,20,,,,,3,3,3,1,,2,,1.94,14,14,14,11,2004-10-01
File,AbstractIntervalXYDataset.java,2,2,2,1,16,0,8,8,,,,1,0,0,,4,4,0,4,,0,0,0,4,,120,8,36,15,20,76,,,17,26,14,12,,,,,2,2,2,1,,1,,2.11,8,8,8,4,2004-10-01
File,AbstractRenderer.java,2,2,2,1,15,0,7,7,,,,1,0,10,,145,145,35,145,,0,2,3,140,,2599,290,1096,310,606,1213,,,480,744,294,450,,,,,26,26,34,4,,2,,1.11,264,264,294,148,2004-10-01
File,AbstractRendererTests.java,1,1,1,1,20,2,13,4,,,,1,1,0,,15,14,0,15,,0,0,0,15,,389,57,228,59,170,106,,,166,184,59,125,,,,,3,3,3,1,,1,,0.46,17,17,17,15,2004-10-01
File,AbstractSeriesDataset.java,1,1,1,1,7,0,2,5,,,,1,0,0,,4,4,0,4,,0,0,1,3,,89,8,15,10,2,66,,,6,9,7,2,,,,,1,1,1,1,,0,,4.4,4,4,4,4,2004-10-01
File,AbstractXYDataset.java,2,2,2,1,13,0,6,7,,,,1,0,0,,3,3,0,3,,0,0,0,3,,96,7,24,11,11,65,,,12,18,11,7,,,,,2,2,2,1,,1,,2.71,5,5,5,3,2004-10-01
File,AbstractXYItemLabelGenerator.java,2,2,2,2,15,0,8,6,,,,1,0,0,,13,13,5,13,,0,0,5,8,,285,34,121,39,59,130,,,55,83,33,50,,,,,8,8,8,8,,2,,1.07,27,27,27,20,2004-10-01
File,AbstractXYItemRenderer.java,3,3,3,1,24,1,14,8,,,,1,0,1,,37,37,9,37,,0,2,5,30,,1113,119,601,257,348,393,,,289,389,195,194,,,,,13,13,13,7,,3,,0.65,103,103,104,51,2004-10-01
File,AbstractXYZDataset.java,2,2,2,1,16,0,8,8,,,,1,0,0,,1,1,0,1,,0,0,0,1,,67,5,11,5,5,51,,,5,8,5,3,,,,,2,2,2,1,,1,,4.64,2,2,2,1,2004-10-01
File,AnnotationsPackageTests.java,1,1,1,1,12,0,7,5,,,,1,1,0,,2,1,0,2,,0,0,0,2,,81,7,20,8,10,54,,,14,17,8,9,,,,,1,1,1,1,,0,,2.7,2,2,2,2,2004-10-01
File,AreaRenderer.java,4,4,4,1,32,2,22,7,,,,1,0,0,,5,5,1,5,,0,0,0,5,,258,25,132,58,77,101,,,75,97,48,49,,,,,16,16,16,1,,4,,0.77,21,21,21,5,2004-10-01
File,AreaRendererEndType.java,3,3,3,2,15,1,8,6,,,,1,0,3,,4,4,1,4,,0,2,0,2,,139,16,47,17,27,76,,,19,30,14,16,,,,,4,4,4,4,,1,,1.62,10,10,10,7,2004-10-01
File,AreaRendererEndTypeTests.java,1,1,1,1,13,1,7,4,,,,1,1,0,,4,3,0,4,,0,0,0,4,,117,15,43,22,20,59,,,29,35,22,13,,,,,2,2,2,1,,1,,1.37,5,5,5,4,2004-10-01
File,AreaRendererTests.java,1,1,1,1,12,0,8,3,,,,1,1,0,,6,5,0,6,,0,0,0,6,,143,16,62,31,33,65,,,40,49,31,18,,,,,2,2,2,1,,1,,1.05,8,8,8,6,2004-10-01
File,ArrowNeedle.java,3,3,4,2,26,2,17,7,,,,1,0,0,,3,3,1,3,,0,0,1,2,,143,14,62,20,37,67,,,36,46,20,26,,,,,4,4,6,4,,1,,1.08,9,9,12,6,2004-10-01
File,Axis.java,2,2,2,1,15,0,7,6,,,,1,0,16,,55,55,21,55,,0,2,5,48,,1131,152,505,201,286,474,,,275,368,179,189,,,,,8,8,22,4,,2,,0.94,96,96,116,58,2004-10-01
File,AxisChangeEvent.java,1,1,1,1,8,0,3,5,,,,1,0,0,,2,2,1,2,,0,0,0,2,,73,7,12,6,3,54,,,6,9,6,3,,,,,1,1,1,1,,0,,4.5,2,2,2,2,2004-10-01
File,AxisChangeListener.java,1,1,1,1,6,0,1,5,,,,1,0,0,,1,1,0,1,,0,0,0,1,,65,5,5,4,0,55,,,3,4,4,0,,,,,1,1,1,1,,0,,11,1,1,1,1,2004-10-01
File,AxisCollection.java,2,2,2,1,11,0,6,5,,,,1,0,0,,6,6,4,6,,0,0,0,6,,137,15,47,14,20,75,,,21,34,14,20,,,,,7,7,7,1,,1,,1.6,12,12,12,6,2004-10-01
File,AxisLocation.java,3,3,3,2,18,0,11,6,,,,1,1,4,,5,4,1,5,,0,2,0,3,,170,18,70,18,41,82,,,28,46,16,30,,,,,6,6,6,5,,1,,1.17,17,17,17,12,2004-10-01
File,AxisLocationTests.java,1,1,1,1,12,0,7,4,,,,1,1,0,,4,3,0,4,,0,0,0,4,,113,11,44,22,21,58,,,30,36,22,14,,,,,2,2,2,1,,1,,1.32,5,5,5,4,2004-10-01
File,AxisPackageTests.java,1,1,1,1,22,0,17,5,,,,1,1,0,,2,1,0,2,,0,0,0,2,,103,7,40,8,30,56,,,34,37,8,29,,,,,1,1,1,1,,0,,1.4,2,2,2,2,2004-10-01
File,AxisPropertyEditPanel.java,2,2,2,1,17,1,10,5,,,,1,1,1,,19,18,16,19,,0,4,0,15,,492,75,252,83,154,165,,,162,194,78,116,,,,,6,6,6,3,,2,,0.65,33,33,33,21,2004-10-01
File,AxisSpace.java,2,2,2,1,15,0,8,6,,,,1,0,0,,20,20,4,20,,0,0,0,20,,393,34,186,36,109,173,,,65,110,36,74,,,,,9,9,9,4,,2,,0.93,44,44,47,23,2004-10-01
File,AxisSpaceTests.java,1,1,1,1,10,0,6,4,,,,1,1,0,,3,2,0,3,,0,0,0,3,,90,9,26,11,11,55,,,14,19,11,8,,,,,2,2,2,1,,1,,2.12,4,4,4,3,2004-10-01
File,AxisState.java,1,1,1,1,8,0,3,4,,,,1,0,0,,13,13,3,13,,0,0,0,13,,192,20,59,20,21,113,,,23,41,20,21,,,,,5,5,5,1,,1,,1.92,17,17,17,13,2004-10-01
File,AxisTests.java,1,1,1,1,39,5,25,8,,,,1,1,0,,4,3,0,4,,0,0,0,4,,223,31,114,20,92,78,,,100,106,20,86,,,,,2,2,2,1,,1,,0.68,5,5,5,4,2004-10-01
