Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Date
File,AbstractBlock.java,2,2,2,1,12,0,6,6,,,,1,0,1,,36,36,7,36,,0,4,10,22,,578,49,237,78,121,292,,,114,171,74,97,,,,,9,9,9,9,,1,,1.23,56,56,56,44,2006-10-01
File,AbstractCategoryItemLabelGenerator.java,2,2,2,1,17,0,9,7,,,,1,0,1,,12,12,5,12,,0,0,5,7,,317,26,134,44,68,157,,,63,93,36,57,,,,,6,6,6,6,,2,,1.17,29,29,29,17,2006-10-01
File,AbstractCategoryItemRenderer.java,3,3,3,1,23,1,14,7,,,,1,0,1,,51,51,15,51,,0,0,7,44,,1450,146,785,288,465,520,,,354,491,219,272,,,,,16,16,16,13,,4,,0.66,136,136,137,67,2006-10-01
File,AbstractCategoryItemRendererTests.java,3,3,3,1,33,2,27,3,,,,1,1,0,,3,2,0,3,,0,0,0,3,,164,15,93,16,65,56,,,57,67,16,51,,,,,4,4,4,1,,1,,0.6,9,9,9,3,2006-10-01
File,AbstractDataset.java,1,1,1,1,11,0,4,7,,,,1,0,1,,12,12,2,12,,0,2,3,7,,245,22,72,34,26,152,,,36,52,31,21,,,,,3,3,3,1,,2,,2.11,15,15,15,12,2006-10-01
File,AbstractDialLayer.java,1,1,1,1,10,0,4,6,,,,1,0,0,,8,8,2,8,,0,1,2,5,,159,15,46,21,16,98,,,24,35,21,14,,,,,3,3,3,1,,2,,2.13,10,10,10,8,2006-10-01
File,AbstractIntervalXYDataset.java,2,2,2,1,17,0,8,9,,,,1,0,0,,4,4,0,4,,0,0,0,4,,128,8,36,15,20,84,,,17,26,14,12,,,,,2,2,2,1,,1,,2.33,8,8,8,4,2006-10-01
File,AbstractPieItemLabelGenerator.java,3,3,3,2,19,0,11,7,,,,1,0,1,,8,8,3,8,,0,0,3,5,,235,21,100,32,54,114,,,46,69,28,41,,,,,6,6,6,6,,2,,1.14,22,22,22,13,2006-10-01
File,AbstractRenderer.java,2,2,2,1,15,0,7,7,,,,1,0,11,,151,151,44,151,,0,2,2,147,,2853,289,1277,289,698,1287,,,519,841,269,572,,,,,46,46,46,46,,2,,1.01,322,322,322,198,2006-10-01
File,AbstractRendererTests.java,1,1,1,1,38,5,26,7,,,,1,1,0,,16,15,0,16,,0,0,0,16,,706,102,445,66,383,161,,,345,364,65,299,,,,,3,3,3,1,,1,,0.36,18,18,18,16,2006-10-01
File,AbstractSeriesDataset.java,1,1,1,1,9,0,3,6,,,,1,0,1,,5,5,0,5,,0,0,1,4,,117,10,25,13,8,82,,,12,18,11,7,,,,,3,3,3,3,,2,,3.28,7,7,7,7,2006-10-01
File,AbstractXYAnnotation.java,2,2,2,2,12,0,6,6,,,,1,0,0,,8,8,2,8,,0,0,2,6,,182,15,65,30,25,102,,,30,44,24,20,,,,,5,5,5,5,,1,,1.57,14,14,14,14,2006-10-01
File,AbstractXYDataset.java,2,2,2,1,13,0,6,7,,,,1,0,0,,3,3,0,3,,0,0,0,3,,101,7,25,12,11,69,,,12,18,11,7,,,,,2,2,2,1,,1,,2.76,5,5,5,3,2006-10-01
