Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Date
File,AbstractBlock.java,2,2,2,1,13,0,6,7,,,,1,0,1,,39,39,7,39,,0,4,10,25,,672,52,263,86,134,357,,,126,189,82,107,,,,,10,10,10,10,,1,,1.36,62,62,62,48,2008-07-01
File,AbstractBlockTests.java,1,1,1,1,23,2,17,3,,,,1,1,0,,5,4,0,5,,0,0,0,5,,187,23,103,33,71,61,,,82,90,32,58,,,,,2,2,2,1,,1,,0.59,7,7,7,5,2008-07-01
File,AbstractCategoryItemLabelGenerator.java,2,2,2,1,17,0,9,7,,,,1,0,1,,13,13,5,13,,0,0,5,8,,333,27,144,47,75,162,,,71,102,39,63,,,,,6,6,6,6,,2,,1.13,30,30,30,18,2008-07-01
File,AbstractCategoryItemRenderer.java,3,3,3,1,25,1,14,9,,,,1,0,1,,54,54,15,54,,0,0,9,45,,1677,146,865,303,517,667,,,385,539,227,312,,,,,19,19,20,15,,4,,0.77,153,153,155,74,2008-07-01
File,AbstractCategoryItemRendererTests.java,2,2,2,1,37,2,28,5,,,,1,1,0,,7,6,0,7,,0,0,0,7,,333,34,216,38,167,83,,,142,159,35,124,,,,,4,4,4,1,,1,,0.38,16,16,16,7,2008-07-01
File,AbstractDataset.java,1,1,1,1,13,0,4,8,,,,1,0,1,,12,12,2,12,,0,2,3,7,,256,22,69,32,25,166,,,36,52,31,21,,,,,3,3,3,1,,2,,2.41,15,15,15,12,2008-07-01
File,AbstractDialLayer.java,1,1,1,1,12,0,5,7,,,,1,0,0,,11,11,2,11,,0,1,2,8,,213,19,67,28,28,127,,,35,51,28,23,,,,,3,3,3,3,,2,,1.9,15,15,15,13,2008-07-01
File,AbstractDialLayerTests.java,1,1,1,1,16,1,10,4,,,,1,1,0,,5,4,0,5,,0,0,0,5,,150,16,68,30,40,66,,,47,55,29,26,,,,,2,2,2,1,,1,,0.97,7,7,7,5,2008-07-01
File,AbstractIntervalXYDataset.java,2,2,2,1,17,0,8,9,,,,1,0,0,,4,4,0,4,,0,0,0,4,,126,8,36,15,20,82,,,17,26,14,12,,,,,2,2,2,1,,1,,2.28,8,8,8,4,2008-07-01
File,AbstractPieItemLabelGenerator.java,3,3,3,2,18,0,10,7,,,,1,0,1,,9,9,3,9,,0,0,3,6,,247,22,107,35,58,118,,,52,76,31,45,,,,,6,6,6,6,,2,,1.1,23,23,23,14,2008-07-01
File,AbstractPieLabelDistributor.java,1,1,1,1,8,0,3,5,,,,1,0,0,,6,6,1,6,,0,0,0,6,,112,11,25,11,7,76,,,11,18,11,7,,,,,2,2,2,1,,1,,3.04,7,7,7,6,2008-07-01
File,AbstractRenderer.java,2,2,2,1,17,0,7,9,,,,1,0,11,,187,187,57,187,,0,2,3,182,,3996,345,1490,344,803,2161,,,631,1015,324,691,,,,,52,52,52,52,,2,,1.45,384,384,390,240,2008-07-01
File,AbstractRendererTests.java,1,1,1,1,36,4,25,6,,,,2,1,0,,24,23,1,24,,0,0,0,24,,998,146,655,94,563,202,,,528,558,93,465,,,,,3,3,3,1,,1,,0.31,28,28,28,24,2008-07-01
File,AbstractSeriesDataset.java,1,1,1,1,9,0,3,6,,,,1,0,1,,5,5,0,5,,0,0,1,4,,113,10,23,11,8,80,,,12,18,11,7,,,,,3,3,3,3,,2,,3.48,7,7,7,7,2008-07-01
File,AbstractXYAnnotation.java,2,2,2,2,13,0,6,7,,,,1,0,0,,9,9,2,9,,0,0,2,7,,205,16,74,32,30,115,,,34,51,26,25,,,,,5,5,5,5,,1,,1.55,17,17,17,15,2008-07-01
File,AbstractXYDataset.java,2,2,2,1,13,0,6,7,,,,1,0,0,,3,3,0,3,,0,0,0,3,,99,7,25,12,11,67,,,12,18,11,7,,,,,2,2,2,1,,1,,2.68,5,5,5,3,2008-07-01
File,AbstractXYItemLabelGenerator.java,2,2,2,2,16,0,8,7,,,,1,0,1,,16,16,6,16,,0,0,6,10,,379,37,160,50,82,182,,,73,108,41,67,,,,,9,9,9,9,,2,,1.14,34,34,35,24,2008-07-01
File,AbstractXYItemRenderer.java,3,3,3,1,27,1,16,9,,,,1,1,1,,55,54,14,55,,0,1,7,47,,1790,140,974,333,611,678,,,452,622,260,362,,,,,19,19,20,16,,4,,0.7,171,171,180,78,2008-07-01
File,AbstractXYItemRendererTests.java,1,1,1,1,15,0,10,4,,,,1,1,1,,8,7,0,8,,0,1,0,7,,195,20,96,40,57,79,,,60,72,37,35,,,,,2,2,2,1,,1,,0.82,11,11,11,8,2008-07-01
File,AbstractXYZDataset.java,2,2,2,1,16,0,8,8,,,,1,0,0,,1,1,0,1,,0,0,0,1,,68,4,12,6,5,52,,,5,8,5,3,,,,,2,2,2,1,,1,,4.33,2,2,2,1,2008-07-01
File,AnnotationsPackageTests.java,1,1,1,1,12,0,7,5,,,,1,2,0,,3,1,0,3,,0,0,0,3,,100,8,29,9,17,63,,,21,25,9,16,,,,,1,1,1,1,,0,,2.17,3,3,3,3,2008-07-01
File,ArcDialFrame.java,2,2,2,1,15,0,7,7,,,,1,0,1,,25,25,7,25,,0,2,1,22,,520,44,227,86,131,249,,,131,171,75,96,,,,,10,10,10,10,,1,,1.1,39,39,39,34,2008-07-01
File,ArcDialFrameTests.java,1,1,1,1,22,1,15,5,,,,1,1,0,,6,5,0,6,,0,0,0,6,,203,23,106,36,74,74,,,79,88,35,53,,,,,2,2,2,1,,1,,0.7,8,8,8,6,2008-07-01
File,AreaChartTests.java,1,1,1,1,12,0,8,4,,,,2,2,0,,9,7,2,9,,0,1,1,7,,210,22,103,61,54,85,,,62,74,54,20,,,,,2,2,2,1,,1,,0.83,10,10,10,9,2008-07-01
File,AreaRenderer.java,4,4,4,2,34,3,22,8,,,,1,0,1,,7,7,1,7,,0,0,0,7,,356,35,183,77,115,138,,,103,133,62,71,,,,,14,14,14,4,,3,,0.75,29,29,30,12,2008-07-01
File,AreaRendererEndType.java,3,3,3,2,15,1,8,6,,,,1,0,4,,4,4,1,4,,0,2,0,2,,140,17,45,18,25,78,,,20,31,15,16,,,,,4,4,4,4,,1,,1.73,10,10,10,7,2008-07-01
