Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,Date
Public Interface,com.jrefinery.chart.renderer.CategoryItemRenderer,1,1,1,1,10,0,1,9,1,13,6,,0,2,,,19,0,19,47,0,0,0,19,,259,25,49,48,2,185,,,21,22,22,0,,,,,1,1,1,1,1,0,100,3.78,19,19,19,19,2003-01-01
Public Interface,com.jrefinery.data.SignalsDataset,1,1,1,1,9,0,1,8,1,0,2,,0,4,,,2,0,2,11,0,0,0,2,,40,7,8,7,4,25,,,6,7,7,0,,,,,1,1,1,1,3,0,100,3.13,2,2,2,2,2003-01-01
Public Interface,com.jrefinery.data.MeterDataset,1,1,1,1,6,0,1,5,2,2,1,,0,4,,,11,0,11,16,0,0,0,11,,101,16,17,16,4,68,,,15,16,16,0,,,,,1,1,1,1,1,0,100,4,11,11,11,11,2003-01-01
Public Class,com.jrefinery.chart.plot.PiePlot,2,2,2,1,18,1,10,6,1,52,1,,0,27,,,66,28,66,131,0,2,4,60,,1470,228,717,236,459,526,,,359,505,219,286,,,,,12,12,13,1,2,7,96,0.73,145,145,159,66,2003-01-01
Public Class,com.jrefinery.chart.plot.ThermometerPlot,1,1,2,1,15,0,8,6,2,44,0,,1,24,,,58,22,59,124,0,2,2,55,,1146,164,533,161,346,451,,,251,359,151,208,,,,,14,13,15,3,2,3,96,0.85,109,108,125,61,2003-01-01
Public Class,com.jrefinery.chart.plot.XYPlot,2,2,2,1,17,1,9,6,4,44,3,,0,5,,,78,27,78,143,0,0,2,76,,1592,250,766,206,465,577,,,351,527,199,328,,,,,25,25,28,3,2,4,96,0.75,175,175,180,82,2003-01-01
Public Abstract Class,com.jrefinery.chart.plot.CategoryPlot,1,1,1,1,14,1,6,6,2,25,2,,0,0,,,62,26,62,127,0,0,1,61,,1032,155,437,112,228,440,,,191,302,110,192,,,,,5,5,6,1,2,3,95,1.01,112,112,114,62,2003-01-01
Public Abstract Class,com.jrefinery.chart.plot.Plot,1,1,1,1,13,0,6,6,4,29,8,,0,9,,,53,17,53,65,0,0,9,44,,864,135,348,100,188,385,,,164,250,100,150,,,,,5,5,5,4,1,3,95,1.11,90,87,91,62,2003-01-01
Public Class,com.jrefinery.chart.plot.ContourPlot,2,2,2,1,21,2,11,7,5,47,0,,0,1,,,61,18,61,126,0,0,2,59,,1413,224,729,211,466,464,,,344,488,185,303,,,,,23,23,24,4,2,3,95,0.64,147,147,152,70,2003-01-01
Public Abstract Class,com.jrefinery.chart.axis.ValueAxis,1,1,1,1,11,0,4,6,1,7,2,,0,10,,,41,13,41,97,0,0,7,34,,626,102,206,73,98,318,,,99,151,71,80,,,,,5,5,5,1,2,2,94,1.54,54,54,54,41,2003-01-01
Public Class,com.jrefinery.chart.plot.MeterPlot,2,1,2,1,18,1,9,6,1,32,0,,0,20,,,41,16,41,106,8,0,0,33,,899,143,438,141,304,318,,,235,307,135,172,,,,,11,11,18,5,2,3,94,0.73,84,79,97,45,2003-01-01
Public Class,com.jrefinery.chart.plot.CompassPlot,2,2,2,1,19,1,10,6,1,37,0,,0,3,,,25,17,25,90,0,0,1,24,,562,88,291,68,202,183,,,181,231,70,161,,,,,11,11,12,1,2,2,93,0.63,60,52,66,25,2003-01-01
Public Abstract Class,com.jrefinery.chart.AbstractTitle,1,1,1,1,13,1,5,7,2,10,3,,2,14,,,21,6,23,35,0,0,6,17,,408,67,140,48,74,201,,,67,100,47,53,,,,,4,4,4,1,1,3,93,1.44,40,36,40,23,2003-01-01
Public Abstract Class,com.jrefinery.chart.axis.Axis,1,1,1,1,14,0,6,6,2,23,2,,0,0,,,44,18,44,56,0,0,6,38,,745,104,320,102,168,321,,,144,218,90,128,,,,,6,6,6,1,1,3,93,1,78,78,79,44,2003-01-01
Public Class,com.jrefinery.chart.renderer.AbstractRenderer,1,1,1,1,11,0,4,6,2,18,2,,0,5,,,51,19,51,63,0,0,2,49,,724,107,249,83,111,368,,,116,182,82,100,,,,,3,3,3,1,1,2,93,1.48,65,65,65,51,2003-01-01
Public Class,com.jrefinery.chart.ChartPanel,2,2,2,1,22,2,12,7,8,51,0,,0,0,,,62,35,62,760,0,3,2,57,,1562,243,833,241,549,496,,,405,559,210,349,,,,,14,14,14,1,5,4,93,0.6,154,154,169,62,2003-01-01
Public Abstract Class,com.jrefinery.chart.axis.DateAxis,1,1,1,1,20,2,10,6,1,11,2,,1,4,,,21,3,22,119,0,0,3,19,,510,91,245,52,171,174,,,154,186,51,135,,,,,8,3,8,1,3,1,92,0.71,37,31,37,22,2003-01-01
Public Class,com.jrefinery.chart.demo.servlet.BaseImageServlet,5,4,6,1,37,2,26,8,2,63,4,,7,7,,,26,18,33,45,0,1,15,17,,1426,154,889,137,617,384,,,400,560,131,429,,,,,45,45,59,4,2,4,92,0.43,184,159,203,38,2003-01-01
Public Class,com.jrefinery.data.DynamicTimeSeriesCollection,1,1,1,1,14,0,7,7,4,16,0,,0,3,,,41,19,41,64,0,1,5,35,,820,90,354,107,191,396,,,190,275,103,172,,,,,9,9,9,3,3,3,91,1.12,80,78,80,43,2003-01-01
Public Class,com.jrefinery.chart.StandardLegend,1,1,1,1,20,1,10,7,1,27,1,,0,7,,,27,13,27,48,0,2,1,24,,638,101,302,104,214,237,,,172,212,94,118,,,,,16,16,20,3,2,4,90,0.78,43,43,47,29,2003-01-01
Public Class,com.jrefinery.chart.JFreeChart,1,1,1,1,15,1,7,6,6,38,0,,1,1,,,44,11,45,57,0,0,3,42,,820,122,360,89,213,341,,,153,230,82,148,,,,,8,8,8,1,1,3,90,0.95,79,76,80,45,2003-01-01
Public Class,com.jrefinery.chart.renderer.StandardXYItemRenderer,2,2,2,1,19,1,9,8,2,27,2,,0,6,,,20,7,20,97,0,0,4,16,,503,60,215,82,122,228,,,95,144,68,76,,,,,22,22,22,1,3,6,89,1.06,48,48,48,20,2003-01-01
Public Abstract Class,com.jrefinery.chart.needle.MeterNeedle,1,1,1,1,9,0,4,5,1,13,7,,0,2,,,22,7,22,34,0,0,2,20,,276,41,101,36,49,134,,,43,71,35,36,,,,,3,3,3,1,1,1,88,1.33,28,28,28,22,2003-01-01
Public Class,com.jrefinery.chart.renderer.MinMaxCategoryRenderer,2,2,2,1,20,0,12,6,1,38,0,,0,0,,,18,12,18,103,0,3,0,15,,430,40,249,82,161,141,,,125,174,74,100,,,,,13,13,14,1,3,4,88,0.57,38,38,39,18,2003-01-01
Public Class,com.jrefinery.data.TimeSeries,1,1,1,1,16,1,7,7,1,15,0,,0,2,,,34,6,34,60,0,0,0,34,,636,108,254,79,148,275,,,124,181,84,97,,,,,7,7,8,1,2,3,88,1.08,56,56,57,34,2003-01-01
Public Class,com.jrefinery.chart.axis.HorizontalLogarithmicColorBarAxis,2,2,2,1,23,2,13,8,2,23,0,,0,4,,,13,5,13,157,0,1,1,11,,353,54,183,73,131,125,,,104,134,66,68,,,,,8,8,12,1,6,3,88,0.68,30,30,35,13,2003-01-01
Public Class,com.jrefinery.chart.axis.VerticalLogarithmicColorBarAxis,2,2,2,1,23,2,12,8,2,27,0,,0,4,,,13,5,13,155,0,0,1,12,,356,62,180,69,130,126,,,103,132,61,71,,,,,8,8,13,1,6,2,88,0.7,29,29,34,13,2003-01-01
Public Class,com.jrefinery.chart.ui.AxisPropertyEditPanel,1,1,1,1,17,1,10,5,2,20,1,,1,0,,,18,16,19,717,0,4,0,15,,408,69,219,55,148,120,,,135,167,51,116,,,,,6,6,6,3,5,2,88,0.55,33,33,33,21,2003-01-01
